,equity
2016-05-10,90050675.18472247
2016-05-11,91084980.58369778
2016-05-12,91055349.08507194
2016-05-13,91609934.3594723
2016-05-16,89511966.61639243
2016-05-17,89813663.05292168
2016-05-18,89491117.08878262
2016-05-19,92721724.11043233
2016-05-20,90713577.27264233
2016-05-23,89887738.79479408
2016-05-24,90698869.59316477
2016-05-25,90913002.80561379
2016-05-26,92341635.90854952
2016-05-27,92607125.573676
2016-05-30,91373801.25764883
2016-05-31,92107820.6777026
2016-06-01,91995850.46924902
2016-06-02,90325577.42542368
2016-06-03,92178036.78685895
2016-06-07,93024045.90486982
2016-06-08,93549166.84437062
2016-06-09,94258478.58643734
2016-06-10,93045511.04183963
2016-06-13,91592086.27141997
2016-06-14,92253131.4842696
2016-06-15,93384902.43424967
2016-06-16,93456512.93779735
2016-06-17,91334704.33038664
2016-06-20,91402777.26495174
2016-06-21,89854787.61486782
2016-06-22,90892935.7063708
2016-06-23,89670338.34082797
2016-06-24,88899005.48739506
2016-06-27,87794770.64963864
2016-06-28,90433105.25715867
2016-06-29,89608584.54034634
2016-06-30,87461366.595896
2016-07-01,88121334.33275755
2016-07-04,88275654.94807814
2016-07-05,89827091.93384902
2016-07-06,89313310.82720321
2016-07-07,91101132.67967029
2016-07-08,90299152.69593741
2016-07-11,93930625.45989168
2016-07-12,89523827.62374666
2016-07-13,90334506.18263556
2016-07-14,89270525.88171706
2016-07-15,89270525.88171706
2016-07-18,92877698.99300371
2016-07-19,89185120.74518347
2016-07-20,90117288.58883965
2016-07-21,91703292.21991931
2016-07-22,91691507.72435325
2016-07-25,92624397.25097412
2016-07-26,98337423.29603669
2016-07-27,92430748.6483103
2016-07-28,91922692.81975093
2016-07-29,95530596.59257309
2016-08-01,97976599.77084157
2016-08-02,98932336.60562986
2016-08-03,98677582.51910007
2016-08-04,98157011.53343913
2016-08-05,97189490.2030848
2016-08-08,96026867.92556643
2016-08-09,97503897.42898035
2016-08-10,94767056.0159484
2016-08-11,95625603.21863705
2016-08-12,83533256.9208266
2016-08-16,82885412.93186682
2016-08-17,84763423.73999387
2016-08-18,85702920.59755233
2016-08-19,85912986.5660904
2016-08-22,86868647.93356885
2016-08-23,87288633.94964595
2016-08-24,87682082.02736959
2016-08-25,87117922.35266437
2016-08-26,87337661.23148796
2016-08-29,85355643.17844874
2016-08-30,85490095.72601357
2016-08-31,84953661.192669
2016-09-01,82637900.85767756
2016-09-02,82631548.80754127
2016-09-05,85045705.84882504
2016-09-06,85267166.93979543
2016-09-07,82944268.36463314
2016-09-08,82915430.9893038
2016-09-09,83397997.10038057
2016-09-12,81487526.18103407
2016-09-13,81610004.69080272
2016-09-19,83915358.37929195
2016-09-20,82936003.88251805
2016-09-21,86024070.26341665
2016-09-22,87213430.56163277
2016-09-23,89697895.58002402
2016-09-26,91802288.93270493
2016-09-27,93082296.493566
2016-09-28,89697544.76598307
2016-09-29,95426705.67389677
2016-09-30,91821332.58340222
2016-10-04,97362774.34813744
2016-10-05,97346819.77735958
2016-10-06,94039099.01092431
2016-10-07,91405391.10596848
2016-10-10,90445762.2960855
2016-10-11,91663594.79037254
2016-10-12,91157246.93075961
2016-10-13,91151390.88318959
2016-10-14,94575468.11531954
2016-10-17,92575179.07291703
2016-10-18,93876239.85853428
2016-10-19,93144361.3719603
2016-10-20,89234885.27700323
2016-10-21,89237492.11050862
2016-10-24,87460483.43453467
2016-10-25,87134097.91183311
2016-10-26,85120038.20927209
2016-10-27,86450660.66732824
2016-10-28,84741305.89789352
2016-10-31,83697174.26300682
2016-11-01,83540730.03452198
2016-11-02,82126543.1097041
2016-11-03,81867550.30394872
2016-11-04,82730859.65646671
2016-11-07,82385535.91545951
2016-11-08,82299204.98020771
2016-11-09,82471866.8507113
2016-11-10,84041640.19015065
2016-11-11,85574836.63094461
2016-11-14,86145385.17890589
2016-11-15,86700940.73446146
2016-11-16,87415226.44874716
2016-11-17,85589829.62335032
2016-11-18,85431099.46462017
2016-11-21,83367607.40112811
2016-11-22,85589829.62335032
2016-11-23,85748559.7820805
2016-11-24,85431099.46462017
2016-11-25,84716813.75033447
2016-11-28,84002528.03604876
2016-11-29,84478718.51223923
2016-11-30,83685067.71858844
2016-12-01,84478718.51223923
2016-12-02,84399353.43287414
2016-12-05,85986655.02017574
2016-12-06,91066020.09954081
2016-12-07,91939035.97255668
2016-12-08,92891416.92493765
2016-12-09,91700940.73446144
2016-12-12,91872471.71244405
2016-12-13,89563203.91930528
2016-12-14,90095718.00020646
2016-12-15,90154601.76876764
2016-12-16,88352246.4180252
2016-12-19,87771089.22396478
2016-12-20,87850454.30332986
2016-12-21,88009184.46206002
2016-12-22,87929819.38269493
2016-12-23,86659978.11285366
2016-12-26,86659978.11285366
2016-12-27,86659978.11285366
2016-12-28,86659978.11285366
2016-12-29,86659978.11285366
2017-01-02,86659978.11285366
2017-01-03,86659978.11285366
2017-01-04,86659978.11285366
2017-01-05,85872802.30156733
2017-01-06,84644751.73174953
2017-01-09,84696767.83712126
2017-01-10,84722441.7176006
2017-01-11,85466484.07313572
2017-01-12,85790938.8891713
2017-01-13,85223980.09622103
2017-01-16,83478908.33718374
2017-01-17,82700189.06801417
2017-01-18,83121420.86989324
2017-01-19,84102573.67783712
2017-01-20,85122300.5986306
2017-01-23,84325207.58530304
2017-01-24,85515505.96206506
2017-01-25,89686651.10998183
2017-01-26,88154487.35352403
2017-01-31,93719450.90331209
2017-02-01,92473426.07907265
2017-02-02,89174231.4795265
2017-02-03,83531082.60829094
2017-02-06,82658066.73527506
2017-02-07,83285976.13547562
2017-02-08,83658591.44043022
2017-02-09,85005985.3850449
2017-02-10,83993870.63795242
2017-02-13,83700620.35972443
2017-02-14,84334038.37683953
2017-02-15,84880108.80632854
2017-02-16,84253810.61746754
2017-02-17,84719089.2593909
2017-02-20,85625663.00866312
2017-02-21,87127017.90479796
2017-02-22,87119373.20437065
2017-02-23,88140120.61028364
2017-02-24,87424296.98534408
2017-02-27,88366217.93997833
2017-02-28,88391648.4323713
2017-03-02,88111356.16527165
2017-03-03,87247819.67027542
2017-03-06,86561595.08600077
2017-03-07,85741164.67926049
2017-03-08,86313354.73532152
2017-03-09,85668563.32766595
2017-03-10,85208200.99482854
2017-03-13,87600165.11877897
2017-03-14,86449226.05588308
2017-03-15,87406657.32062781
2017-03-16,87718601.41688314
2017-03-17,89583989.34540054
2017-03-20,88189501.97134706
2017-03-21,91450503.7052038
2017-03-22,90701177.62147291
2017-03-23,90478829.2203593
2017-03-24,90460911.96085641
2017-03-27,90523664.42426315
2017-03-28,90662498.3587377
2017-03-29,90596053.70083688
2017-03-30,89747243.01331651
2017-03-31,89190577.41393173
2017-04-03,89476285.23739058
2017-04-04,88954616.94152872
2017-04-05,89040121.239282
2017-04-06,87457288.94938931
2017-04-07,86630690.89955182
2017-04-10,85483808.75196546
2017-04-11,85983181.22741908
2017-04-12,85741176.67150995
2017-04-13,84826019.85633925
2017-04-14,83039530.65800035
2017-04-17,83660003.85786234
2017-04-18,83313746.1487363
2017-04-19,83237471.77990334
2017-04-20,84687440.7117998
2017-04-21,85003267.14091732
2017-04-24,85753819.46394151
2017-04-25,86164352.48098212
2017-04-26,85562295.22796029
2017-04-27,84354071.28924665
2017-04-28,85204876.05314451
2017-05-02,85482896.93007717
2017-05-04,86275966.70164852
2017-05-08,85959844.7884793
2017-05-10,86684373.28181416
2017-05-11,87374593.69616093
2017-05-12,88337494.24426842
2017-05-15,91579827.12527114
2017-05-16,90588152.81632671
2017-05-17,89747787.60396159
2017-05-18,88589118.40633431
2017-05-19,88816825.6282584
2017-05-22,89521362.00764333
2017-05-23,89812214.43380806
2017-05-24,91496607.55519488
2017-05-25,91140408.38023864
2017-05-26,91535992.65385213
2017-05-29,91384420.21004945
2017-05-30,91892855.42012694
2017-05-31,92168683.73238638
2017-06-01,93184636.57736655
2017-06-02,95157740.3498841
2017-06-05,95682111.13633531
2017-06-07,99147892.31838796
2017-06-08,99567634.61258954
2017-06-09,95692355.5191209
2017-06-12,94334409.95837206
2017-06-13,95563946.07269791
2017-06-14,95565154.50210512
2017-06-15,96522979.60824296
2017-06-16,101512381.9094157
2017-06-19,100944004.11449695
2017-06-20,98423138.75596061
2017-06-21,98399386.14133748
2017-06-22,101276904.03786603
2017-06-23,102588459.3363707
2017-06-26,102148490.98787493
2017-06-27,109096319.00632104
2017-06-28,107650416.10773757
2017-06-29,109223613.48574194
2017-06-30,109832443.38924909
2017-07-03,106812228.14565918
2017-07-04,103662306.82932149
2017-07-05,103206433.08506423
2017-07-06,101602271.49598306
2017-07-07,100589902.49768913
2017-07-10,96061889.45844956
2017-07-11,96798210.97104496
2017-07-12,97405582.84109436
2017-07-13,96861185.18968654
2017-07-14,99182203.35394463
2017-07-17,107903649.98020265
2017-07-18,104152421.33579493
2017-07-19,104066576.18349263
2017-07-20,103346198.73215953
2017-07-21,105075061.64247142
2017-07-24,112254081.27806354
2017-07-25,112236012.74175847
2017-07-26,106512741.62467241
2017-07-27,106751316.40449679
2017-07-28,104128114.03587948
2017-07-31,105536278.41735327
2017-08-01,103944791.3955569
2017-08-02,106141848.26164082
2017-08-03,106016764.31464791
2017-08-04,105794834.63543203
2017-08-07,102160332.38650647
2017-08-08,101529015.37853979
2017-08-09,99574388.71458589
2017-08-10,99296428.11604157
2017-08-11,97915599.86022638
2017-08-14,97499141.92845397
2017-08-16,97855385.22205444
2017-08-17,98281587.15600562
2017-08-18,99692044.65480995
2017-08-21,99288401.4726631
2017-08-22,99135006.1014696
2017-08-23,98298676.1283145
2017-08-24,101256638.7035729
2017-08-25,101945398.33545777
2017-08-28,102338257.47580723
2017-08-29,103864472.69551891
2017-08-30,103755933.18549034
2017-08-31,106737812.22284156
2017-09-01,106573685.90891053
2017-09-04,104214252.97969934
2017-09-05,99499977.99284044
2017-09-06,99351454.37441695
2017-09-07,99079515.84115842
2017-09-08,99619508.07148606
2017-09-11,108265211.0110121
2017-09-12,110065832.5848024
2017-09-13,111145817.04545765
2017-09-14,111685809.27578527
