,equity
2021-03-09,128240758.74356169
2021-03-10,127312265.44813827
2021-03-11,126971591.57935831
2021-03-12,126326123.09821945
2021-03-15,127433821.99607334
2021-03-16,128560223.1286059
2021-03-17,129329616.85602635
2021-03-18,128281929.29668416
2021-03-19,129159581.57530646
2021-03-22,128978800.13439414
2021-03-23,128274105.44204463
2021-03-24,131999038.40841949
2021-03-25,136019827.49165863
2021-03-26,137448473.80305418
2021-03-29,135904819.88460505
2021-03-30,137561280.7936219
2021-03-31,140965233.258564
2021-04-01,137342623.20369872
2021-04-02,135074039.20495337
2021-04-05,136762525.72756186
2021-04-06,136487930.24559355
2021-04-07,142752622.05909765
2021-04-08,142201160.7327652
2021-04-09,141018988.9306345
2021-04-12,140909226.09877223
2021-04-13,138480800.15724403
2021-04-14,139507943.76978013
2021-04-15,141734863.5835579
2021-04-16,148939523.9512145
2021-04-19,148004292.4670095
2021-04-20,150510204.57948673
2021-04-21,150693862.44171393
2021-04-22,150993644.7818516
2021-04-23,152228658.60619417
2021-04-26,153030470.4774807
2021-04-27,148520675.7836752
2021-04-28,148806104.33829606
2021-04-29,149539088.63148978
2021-04-30,155190597.54377872
2021-05-03,156970702.25582063
2021-05-04,156906110.22099504
2021-05-06,164435258.9944523
2021-05-07,164742218.22734836
2021-05-10,165710392.82585415
2021-05-11,168953524.77479234
2021-05-12,166830576.3660624
2021-05-13,162992115.28011617
2021-05-14,159553913.03292516
2021-05-17,144083031.56433836
2021-05-18,145263359.43319082
2021-05-20,142910585.96457314
2021-05-21,142093514.90541166
2021-05-24,140903055.28987867
2021-05-25,142263306.26473755
2021-05-26,141475397.7414375
2021-05-27,142532321.76513237
2021-05-28,142196292.78778404
2021-05-31,141792185.60832816
2021-06-01,140097759.44517753
2021-06-02,141632759.13723272
2021-06-03,143418028.30561483
2021-06-04,138694662.4346212
2021-06-07,142777412.5770514
2021-06-08,137735415.30470353
2021-06-09,138681838.18295643
2021-06-10,136371898.63839665
2021-06-11,140612038.4586706
2021-06-14,139833575.5815534
2021-06-15,147263477.9173921
2021-06-16,147226122.5008567
2021-06-17,154181686.01076376
2021-06-18,156152735.931567
2021-06-21,154086936.39063358
2021-06-22,160526795.20916384
2021-06-23,163710468.3862363
2021-06-24,167620340.46589378
2021-06-25,157578277.2684462
2021-06-28,162041714.87251502
2021-06-29,161791197.73629782
2021-06-30,161099912.24249095
2021-07-01,161102597.88932002
2021-07-02,165117962.17642403
2021-07-05,164683317.09360462
2021-07-06,163867739.8645476
2021-07-07,160932650.1579754
2021-07-08,158185352.75679004
2021-07-09,160492161.95348042
2021-07-12,165769270.2032934
2021-07-13,170180349.0228012
2021-07-14,170724295.73822498
2021-07-15,169598081.83483812
2021-07-16,167327257.01132077
2021-07-19,162988456.5284139
2021-07-20,160484199.9709134
2021-07-21,165470874.25261408
2021-07-22,170931847.61809063
2021-07-23,162894255.0985628
2021-07-26,161900452.28690928
2021-07-27,159560259.38210398
2021-07-28,156616257.5005417
2021-07-29,159146102.54407173
2021-07-30,157931906.57472187
2021-08-02,157448724.57667565
2021-08-03,158959624.2175959
2021-08-04,157804543.3235957
2021-08-05,159493242.86756653
2021-08-06,160911914.28478682
2021-08-09,165725105.0552521
2021-08-10,166375478.88298944
2021-08-11,170372873.462232
2021-08-12,174180282.06758994
2021-08-13,170337532.0622912
2021-08-17,163195377.4315393
2021-08-18,167165175.41179952
2021-08-19,163714486.54758224
2021-08-20,165084810.5953986
2021-08-23,166526462.49716026
2021-08-24,163901303.39973852
2021-08-25,165131271.73493466
2021-08-26,164211109.08525273
2021-08-27,163172470.4994284
2021-08-30,164765808.62300313
2021-08-31,176710026.3448059
2021-09-01,169820438.42726293
2021-09-02,166078056.41468483
2021-09-03,167095737.37644014
2021-09-06,166539957.05798388
2021-09-07,165558787.58325645
2021-09-08,166539957.05798388
2021-09-09,166093970.9331078
2021-09-10,165291195.90833077
2021-09-13,162526081.93409887
2021-09-14,162526081.93409887
2021-09-15,162526081.93409887
2021-09-16,162526081.93409887
2021-09-17,162526081.93409887
2021-09-23,162526081.93409887
2021-09-24,162526081.93409887
2021-09-27,162526081.93409887
2021-09-28,162526081.93409887
2021-09-29,162526081.93409887
2021-09-30,162526081.93409887
2021-10-01,162526081.93409887
2021-10-05,162526081.93409887
2021-10-06,162526081.93409887
2021-10-07,162526081.93409887
2021-10-08,162526081.93409887
2021-10-12,162526081.93409887
2021-10-13,162526081.93409887
2021-10-14,162526081.93409887
2021-10-15,162526081.93409887
2021-10-18,162526081.93409887
2021-10-19,162526081.93409887
2021-10-20,162526081.93409887
2021-10-21,162526081.93409887
2021-10-22,162526081.93409887
2021-10-25,162526081.93409887
2021-10-26,162526081.93409887
2021-10-27,162526081.93409887
2021-10-28,162526081.93409887
2021-10-29,162526081.93409887
2021-11-01,162526081.93409887
2021-11-02,162526081.93409887
2021-11-03,162526081.93409887
2021-11-04,162526081.93409887
2021-11-05,162526081.93409887
2021-11-08,162526081.93409887
2021-11-09,162526081.93409887
2021-11-10,162526081.93409887
2021-11-11,162526081.93409887
2021-11-12,162526081.93409887
2021-11-15,162526081.93409887
2021-11-16,162526081.93409887
2021-11-17,162526081.93409887
2021-11-18,162526081.93409887
2021-11-19,162526081.93409887
2021-11-22,162526081.93409887
2021-11-23,162526081.93409887
2021-11-24,162526081.93409887
2021-11-25,162526081.93409887
2021-11-26,162526081.93409887
2021-11-29,162526081.93409887
2021-11-30,162526081.93409887
2021-12-01,162526081.93409887
2021-12-02,162526081.93409887
2021-12-03,162526081.93409887
2021-12-06,162526081.93409887
2021-12-07,162526081.93409887
2021-12-08,162526081.93409887
2021-12-09,162526081.93409887
2021-12-10,162526081.93409887
2021-12-13,162526081.93409887
2021-12-14,162526081.93409887
2021-12-15,162526081.93409887
2021-12-16,162526081.93409887
2021-12-17,162526081.93409887
2021-12-20,162526081.93409887
2021-12-21,162526081.93409887
2021-12-22,162526081.93409887
2021-12-23,162526081.93409887
2021-12-24,162526081.93409887
2021-12-27,162526081.93409887
2021-12-28,162526081.93409887
2021-12-29,162955834.00021458
2021-12-30,164435426.4302091
2022-01-03,168359231.08160353
2022-01-04,169125880.32724264
2022-01-05,159947961.95764592
2022-01-06,159545466.89650792
2022-01-07,162010304.89151287
2022-01-10,158901651.82205847
2022-01-11,157269609.67960688
2022-01-12,158272289.97070006
2022-01-13,157396520.39594692
2022-01-14,158667066.51105565
2022-01-17,157701910.91377163
2022-01-18,158828929.86847356
2022-01-19,159563510.8499419
2022-01-20,159811462.05237734
2022-01-21,156778150.61411837
2022-01-24,156778150.61411837
2022-01-25,156778150.61411837
2022-01-26,156778150.61411837
2022-01-27,156778150.61411837
2022-01-28,156778150.61411837
2022-02-03,156778150.61411837
2022-02-04,156778150.61411837
2022-02-07,156778150.61411837
2022-02-08,156778150.61411837
2022-02-09,156778150.61411837
2022-02-10,156778150.61411837
2022-02-11,156778150.61411837
2022-02-14,156778150.61411837
2022-02-15,156778150.61411837
2022-02-16,156778150.61411837
2022-02-17,156778150.61411837
2022-02-18,156778150.61411837
2022-02-21,156778150.61411837
2022-02-22,156778150.61411837
2022-02-23,156778150.61411837
2022-02-24,156778150.61411837
2022-02-25,156778150.61411837
2022-02-28,156778150.61411837
2022-03-02,156778150.61411837
2022-03-03,156778150.61411837
2022-03-04,156778150.61411837
2022-03-07,156778150.61411837
2022-03-08,156778150.61411837
2022-03-10,156778150.61411837
2022-03-11,156778150.61411837
2022-03-14,156778150.61411837
2022-03-15,156778150.61411837
2022-03-16,156778150.61411837
2022-03-17,156778150.61411837
2022-03-18,156778150.61411837
2022-03-21,156778150.61411837
2022-03-22,156778150.61411837
2022-03-23,156778150.61411837
2022-03-24,156778150.61411837
2022-03-25,156778150.61411837
2022-03-28,156778150.61411837
2022-03-29,156778150.61411837
2022-03-30,156778150.61411837
2022-03-31,156778150.61411837
2022-04-01,156778150.61411837
2022-04-04,156778150.61411837
2022-04-05,156778150.61411837
2022-04-06,156778150.61411837
2022-04-07,156778150.61411837
2022-04-08,156778150.61411837
2022-04-11,156778150.61411837
2022-04-12,156778150.61411837
2022-04-13,156778150.61411837
2022-04-14,156778150.61411837
2022-04-15,156778150.61411837
2022-04-18,156778150.61411837
2022-04-19,156778150.61411837
2022-04-20,156778150.61411837
2022-04-21,156778150.61411837
2022-04-22,156778150.61411837
2022-04-25,156778150.61411837
2022-04-26,156778150.61411837
2022-04-27,156778150.61411837
2022-04-28,156778150.61411837
2022-04-29,157299066.1626582
2022-05-02,157259494.53610346
2022-05-03,166719105.41820404
2022-05-04,171576699.0410555
2022-05-06,166532274.89424822
2022-05-09,162422003.36722007
2022-05-10,157564409.7443686
2022-05-11,157564409.7443686
2022-05-12,157564409.7443686
2022-05-13,157564409.7443686
2022-05-16,157564409.7443686
2022-05-17,157564409.7443686
2022-05-18,157564409.7443686
2022-05-19,157564409.7443686
2022-05-20,157564409.7443686
2022-05-23,157564409.7443686
2022-05-24,157564409.7443686
2022-05-25,157564409.7443686
2022-05-26,157564409.7443686
2022-05-27,157564409.7443686
2022-05-30,157564409.7443686
2022-05-31,157564409.7443686
2022-06-02,157564409.7443686
2022-06-03,155388799.98827106
2022-06-07,155530643.95990226
2022-06-08,155331458.80824992
2022-06-09,154990429.6849664
2022-06-10,154875747.32492414
2022-06-13,153107224.6147989
2022-06-14,153107224.6147989
2022-06-15,153107224.6147989
2022-06-16,153107224.6147989
2022-06-17,153107224.6147989
2022-06-20,153107224.6147989
2022-06-21,153107224.6147989
2022-06-22,153107224.6147989
2022-06-23,153107224.6147989
2022-06-24,153107224.6147989
2022-06-27,153107224.6147989
2022-06-28,153107224.6147989
2022-06-29,153107224.6147989
2022-06-30,153107224.6147989
2022-07-01,153107224.6147989
2022-07-04,153107224.6147989
2022-07-05,153107224.6147989
2022-07-06,153107224.6147989
2022-07-07,153107224.6147989
2022-07-08,153107224.6147989
2022-07-11,153107224.6147989
2022-07-12,153107224.6147989
2022-07-13,153107224.6147989
2022-07-14,153107224.6147989
2022-07-15,153107224.6147989
2022-07-18,153107224.6147989
2022-07-19,153107224.6147989
2022-07-20,153107224.6147989
2022-07-21,153107224.6147989
2022-07-22,153107224.6147989
2022-07-25,153107224.6147989
2022-07-26,153107224.6147989
2022-07-27,153107224.6147989
2022-07-28,153107224.6147989
2022-07-29,153107224.6147989
2022-08-01,153107224.6147989
2022-08-02,153107224.6147989
2022-08-03,153107224.6147989
2022-08-04,153107224.6147989
2022-08-05,153107224.6147989
2022-08-08,153107224.6147989
2022-08-09,153107224.6147989
2022-08-10,153107224.6147989
2022-08-11,153107224.6147989
2022-08-12,153107224.6147989
2022-08-16,153107224.6147989
2022-08-17,153107224.6147989
2022-08-18,153107224.6147989
2022-08-19,153107224.6147989
2022-08-22,153107224.6147989
2022-08-23,153107224.6147989
2022-08-24,153107224.6147989
2022-08-25,153107224.6147989
2022-08-26,153107224.6147989
2022-08-29,153107224.6147989
2022-08-30,153107224.6147989
2022-08-31,153107224.6147989
2022-09-01,153107224.6147989
2022-09-02,153107224.6147989
2022-09-05,153107224.6147989
2022-09-06,153107224.6147989
2022-09-07,153107224.6147989
2022-09-08,153107224.6147989
2022-09-13,153107224.6147989
2022-09-14,153107224.6147989
2022-09-15,153107224.6147989
2022-09-16,152231484.9698285
2022-09-19,150219650.65030187
2022-09-20,150552983.9836352
2022-09-21,149410860.69596398
2022-09-22,150844650.65030187
2022-09-23,150140883.5270142
2022-09-26,149943394.9425393
2022-09-27,151044993.1160553
2022-09-28,147773589.00646627
2022-09-29,147627755.67313293
2022-09-30,146419422.33979958
2022-10-04,146419422.33979958
2022-10-05,146419422.33979958
2022-10-06,146419422.33979958
2022-10-07,146419422.33979958
2022-10-11,146419422.33979958
2022-10-12,146419422.33979958
2022-10-13,146419422.33979958
2022-10-14,146419422.33979958
2022-10-17,146419422.33979958
2022-10-18,146419422.33979958
2022-10-19,146419422.33979958
2022-10-20,146419422.33979958
2022-10-21,146419422.33979958
2022-10-24,146419422.33979958
2022-10-25,146419422.33979958
2022-10-26,146419422.33979958
2022-10-27,146419422.33979958
2022-10-28,146419422.33979958
2022-10-31,146419422.33979958
2022-11-01,146419422.33979958
2022-11-02,146419422.33979958
2022-11-03,146419422.33979958
2022-11-04,146419422.33979958
2022-11-07,146419422.33979958
2022-11-08,146419422.33979958
2022-11-09,146419422.33979958
2022-11-10,146419422.33979958
2022-11-11,146419422.33979958
2022-11-14,146419422.33979958
2022-11-15,146419422.33979958
2022-11-16,146419422.33979958
2022-11-17,146419422.33979958
2022-11-18,146419422.33979958
2022-11-21,146419422.33979958
2022-11-22,146419422.33979958
2022-11-23,146419422.33979958
2022-11-24,146419422.33979958
2022-11-25,146419422.33979958
2022-11-28,145884142.53444678
2022-11-29,145786818.93347356
2022-11-30,146419422.33979958
2022-12-01,146633610.0422752
2022-12-02,146582829.8315669
2022-12-05,145498489.83927837
2022-12-06,144398365.13967663
2022-12-07,144322374.85455716
2022-12-08,144543284.80202967
2022-12-09,144488166.96449298
2022-12-12,145494174.11134955
2022-12-13,144520773.1426977
2022-12-14,146428869.28977752
2022-12-15,145005894.17204264
2022-12-16,142977957.52794215
2022-12-19,142268191.82162416
2022-12-20,140693695.14008263
2022-12-21,142945114.04964328
2022-12-22,143339990.6893984
2022-12-23,139500474.9432275
2022-12-26,138928137.48904002
2022-12-27,142767073.8265677
2022-12-28,140884558.99823385
2022-12-29,138834241.19285715
2023-01-02,136700363.18849725
2023-01-03,135517875.1814128
2023-01-04,136028983.72288823
2023-01-05,134391947.4511603
2023-01-06,134442735.19749144
2023-01-09,137523795.9167281
2023-01-10,136229919.43718797
2023-01-11,138300714.91446707
2023-01-12,134638131.8463397
2023-01-13,138625531.08655882
2023-01-16,140014505.33932158
2023-01-17,141832732.25129688
2023-01-18,140254650.52115393
2023-01-19,140364532.69545478
2023-01-20,145680684.41610822
2023-01-25,167183391.24307525
2023-01-26,156883931.21758458
2023-01-27,159416174.13977718
2023-01-30,156214757.44009554
2023-01-31,155948123.86794078
2023-02-01,156000343.1890896
2023-02-02,160220752.63820916
2023-02-03,156888358.04343396
2023-02-06,153158924.77103907
2023-02-07,154130375.98129582
2023-02-08,153858778.23235908
2023-02-09,151090295.02702832
2023-02-10,149904429.5657656
2023-02-13,149277797.7119797
2023-02-14,149538894.3177238
2023-02-15,148400419.0278125
2023-02-16,147761614.42686692
2023-02-17,146356111.84458882
2023-02-20,148852649.7536152
2023-02-21,150128680.8370839
2023-02-22,146802751.3076082
2023-02-23,148647413.44388753
2023-02-24,147845093.84512812
2023-02-27,148815574.35941616
2023-02-28,149533736.10030484
2023-03-02,147184596.1212114
2023-03-03,152666302.8588338
2023-03-06,158401557.84300622
2023-03-07,152180377.63503423
2023-03-08,162279656.46236244
2023-03-09,159910998.84435838
2023-03-10,153487493.69130003
2023-03-13,164294528.6215888
2023-03-14,164654101.0182649
2023-03-15,188038449.50247797
2023-03-16,186739301.9802074
2023-03-17,177795483.44836423
2023-03-20,179199912.5499238
2023-03-21,187170191.17229503
2023-03-22,197194603.87452117
2023-03-23,199181966.98436528
2023-03-24,199406617.74935627
2023-03-27,206934897.75168905
2023-03-28,199102983.16803285
2023-03-29,211445495.21580714
2023-03-30,216396595.4603059
2023-03-31,206714443.87106383
2023-04-03,207929314.68495458
2023-04-04,200357143.39965498
2023-04-05,211067073.70251697
2023-04-06,213292933.60144138
2023-04-07,226156735.4912127
2023-04-10,254961084.88816762
2023-04-11,264887173.01552886
2023-04-12,232923494.8579818
2023-04-13,223392127.18895876
2023-04-14,223510658.6079884
2023-04-17,229704046.1266539
2023-04-18,241999025.5390694
2023-04-19,231715116.6000421
2023-04-20,227937660.68803215
2023-04-21,213438650.52273083
2023-04-24,217604898.35376057
2023-04-25,218005989.60508916
2023-04-26,215334181.95235857
2023-04-27,239125756.7459833
2023-04-28,244417542.13578346
2023-05-02,248348758.05547813
2023-05-03,237037870.2491979
2023-05-04,240900612.49261925
2023-05-08,236862464.12412176
2023-05-09,236411714.35965022
2023-05-10,235401622.3984485
2023-05-11,228901841.46701178
2023-05-12,226629414.83514932
2023-05-15,225964462.28854668
2023-05-16,231746430.23552388
2023-05-17,235512886.66163668
2023-05-18,229393226.81992587
2023-05-19,231782511.5978155
2023-05-22,229875492.8799615
2023-05-23,231879204.0019474
2023-05-24,228725417.30729696
2023-05-25,227814215.28861037
2023-05-26,227442756.84165484
2023-05-30,229333412.81747398
2023-05-31,230420842.3287692
2023-06-01,232534818.6325377
2023-06-02,230218031.40454367
2023-06-05,230023260.42036265
2023-06-07,228287099.8883102
2023-06-08,230152849.8114332
2023-06-09,235405437.89186642
2023-06-12,232770380.24462846
2023-06-13,235729079.51300314
2023-06-14,235749837.9421906
2023-06-15,244550177.53127134
2023-06-16,244366393.97943822
2023-06-19,245884701.67850184
2023-06-20,248296428.49525633
2023-06-21,241227129.10570422
2023-06-22,238378692.78009394
2023-06-23,243972484.3885687
2023-06-26,241244508.06746194
2023-06-27,248558693.10013053
2023-06-28,246701356.32760864
2023-06-29,249930688.14647287
2023-06-30,241870953.18041837
2023-07-03,251567753.93856353
2023-07-04,253005471.66020665
2023-07-05,249005543.55328202
2023-07-06,246887377.48027784
2023-07-07,244840194.3816863
2023-07-10,239397205.82065094
2023-07-11,243364107.2291017
2023-07-12,241216655.38565582
2023-07-13,238681444.11805016
2023-07-14,240869889.24870875
2023-07-17,239917596.04214722
2023-07-18,244173291.84469262
2023-07-19,251225878.8491964
2023-07-20,257161646.92127746
2023-07-21,262574179.07665983
2023-07-24,266466167.44366363
2023-07-25,246658034.07763672
2023-07-26,249145515.5062239
2023-07-27,225371944.11217946
2023-07-28,225431645.60471678
2023-07-31,225213046.29358014
2023-08-01,222857541.82157496
2023-08-02,222109868.56062382
2023-08-03,221994012.56346288
2023-08-04,209534676.0053717
2023-08-07,208143810.8318978
2023-08-08,207754150.37647995
2023-08-09,207798367.06905353
2023-08-10,209893912.41051847
2023-08-11,212959315.65123814
2023-08-14,212255608.7391234
2023-08-16,205127031.89150855
2023-08-17,210838846.32188
2023-08-18,199840673.0378027
2023-08-21,200247239.74621537
2023-08-22,203322804.74591976
2023-08-23,201140812.74265563
2023-08-24,203099284.02468696
2023-08-25,204446967.38613892
2023-08-28,203582548.68053207
2023-08-29,206677747.3791092
2023-08-30,212843921.20008904
2023-08-31,203916544.08911937
2023-09-01,197575569.29234672
2023-09-04,197575569.29234672
2023-09-05,197575569.29234672
2023-09-06,197575569.29234672
2023-09-07,197575569.29234672
2023-09-08,197575569.29234672
2023-09-11,197575569.29234672
2023-09-12,197575569.29234672
2023-09-13,197575569.29234672
2023-09-14,197575569.29234672
2023-09-15,197575569.29234672
2023-09-18,197735569.29234672
2023-09-19,199819185.11155576
2023-09-20,197443591.89121675
2023-09-21,198640428.04940888
2023-09-22,195865286.80647102
2023-09-25,195971953.4731377
2023-09-26,195545286.80647102
2023-09-27,196558620.13980436
2023-10-04,195651953.4731377
2023-10-05,193625286.80647102
2023-10-06,193625286.80647102
2023-10-10,193625286.80647102
2023-10-11,193625286.80647102
2023-10-12,193625286.80647102
2023-10-13,193625286.80647102
2023-10-16,193625286.80647102
2023-10-17,193625286.80647102
2023-10-18,193625286.80647102
2023-10-19,193625286.80647102
2023-10-20,193625286.80647102
2023-10-23,193625286.80647102
2023-10-24,193625286.80647102
2023-10-25,193625286.80647102
2023-10-26,193625286.80647102
2023-10-27,193625286.80647102
2023-10-30,193625286.80647102
2023-10-31,193625286.80647102
2023-11-01,193625286.80647102
2023-11-02,193625286.80647102
2023-11-03,193625286.80647102
2023-11-06,193625286.80647102
2023-11-07,193625286.80647102
2023-11-08,193625286.80647102
2023-11-09,193625286.80647102
2023-11-10,193625286.80647102
2023-11-13,193625286.80647102
2023-11-14,193625286.80647102
2023-11-15,193625286.80647102
2023-11-16,193625286.80647102
2023-11-17,193625286.80647102
2023-11-20,193625286.80647102
2023-11-21,193625286.80647102
2023-11-22,193625286.80647102
2023-11-23,193304431.19149774
2023-11-24,193772345.63000044
2023-11-27,194039725.30914482
2023-11-28,194467532.79577583
2023-11-29,193745607.662086
2023-11-30,194226891.08454588
2023-12-01,193879297.5016582
2023-12-04,193999618.35727316
2023-12-05,194119939.21288812
2023-12-06,194881971.29844964
2023-12-07,194881971.29844964
2023-12-08,194467532.79577583
2023-12-11,193398014.0791983
2023-12-12,193398014.0791983
2023-12-13,193398014.0791983
2023-12-14,193398014.0791983
2023-12-15,193398014.0791983
2023-12-18,193398014.0791983
2023-12-19,193398014.0791983
2023-12-20,190992515.79741135
2023-12-21,191048226.10381803
2023-12-22,191744604.9339016
2023-12-26,191600063.76502648
2023-12-27,192707426.28103083
2023-12-28,193654623.2584327
2024-01-02,198887422.44075406
2024-01-03,200125624.8028062
2024-01-04,200501055.95321053
2024-01-05,204713147.11747319
2024-01-08,204136790.8699878
2024-01-09,208740809.1262959
2024-01-10,210128037.23975894
2024-01-11,202992139.00274467
2024-01-12,200671287.55439848
2024-01-15,213397195.84220052
2024-01-16,219564533.24088347
2024-01-17,213511432.03638235
2024-01-18,213722413.97516182
2024-01-19,238130766.58903763
2024-01-22,261708475.32969663
2024-01-23,257934890.42403626
2024-01-24,274806599.33262336
2024-01-25,274437397.3510715
2024-01-26,262387204.83346897
2024-01-29,260180689.22215068
2024-01-30,255390299.5089479
2024-01-31,243069322.88694212
2024-02-01,246534879.62865666
2024-02-02,247008616.86911774
2024-02-05,235417887.70120162
2024-02-06,235793079.05478615
2024-02-07,238279398.91857424
2024-02-08,246087480.27552664
2024-02-13,256309298.4721038
2024-02-14,253503859.80948707
2024-02-15,253756164.53422824
2024-02-16,247750504.15686974
2024-02-19,262091521.3841052
2024-02-20,255970112.19246423
2024-02-21,253085800.6483242
2024-02-22,260160789.21288007
2024-02-23,254486975.09531462
2024-02-26,256154663.1851645
2024-02-27,260001267.07578385
2024-02-28,260534115.93292776
2024-02-29,254698597.54575416
2024-03-04,255678523.29699266
2024-03-05,259045388.17731643
2024-03-06,266816489.96934903
2024-03-07,265703148.9988924
2024-03-08,272090599.9541236
2024-03-11,269068441.6361255
2024-03-12,287050752.68597955
2024-03-13,293623560.20041865
2024-03-14,302965864.68539757
2024-03-15,308383204.3083905
2024-03-18,306668087.3976165
2024-03-19,302556972.1115436
2024-03-20,299007076.26333517
2024-03-21,313932709.56175494
2024-03-22,318995615.33435845
2024-03-25,325180672.02259445
2024-03-26,337854437.96605104
2024-03-27,333242797.58660966
2024-03-28,337884011.2409643
2024-03-29,328162208.4429499
2024-04-01,321042860.2071312
2024-04-02,312933503.2568039
2024-04-03,316860462.9922639
2024-04-04,327639451.23527
2024-04-05,327191256.7699914
2024-04-08,318668467.6148284
2024-04-09,323437283.03348345
2024-04-11,350290364.3730351
2024-04-12,350692028.70524234
2024-04-15,352112615.8904336
2024-04-16,330602632.6436126
2024-04-17,335491311.88889563
2024-04-18,344614958.76416904
2024-04-19,325985714.93925875
2024-04-22,318167589.6198063
2024-04-23,316500790.29727674
2024-04-24,316453685.58667016
2024-04-25,312705697.1734583
2024-04-26,315815121.7155802
2024-04-29,315141897.7090958
2024-04-30,315619307.57577777
2024-05-02,314117825.11721146
2024-05-03,313469495.05028
2024-05-07,320246230.8768904
2024-05-08,313944172.1557392
2024-05-09,321622878.7272361
2024-05-10,331989731.24050945
2024-05-13,328896909.4205552
2024-05-14,329659537.37613595
2024-05-16,335686458.89927673
2024-05-17,335134265.2968684
2024-05-20,336900858.2408404
2024-05-21,340313833.3253604
2024-05-22,333780532.78274477
2024-05-23,339768354.719667
2024-05-24,346138937.44742763
2024-05-27,352399889.22518396
2024-05-28,360761195.7739914
2024-05-29,361582704.1705456
2024-05-30,359280299.71318924
2024-05-31,354088011.9677065
2024-06-03,369643432.89690375
2024-06-04,366365348.3852073
2024-06-05,363295666.9841982
2024-06-07,369232856.92779624
2024-06-10,374578837.53988135
2024-06-11,377079886.6083977
2024-06-12,387722004.83511525
2024-06-13,388990055.4129431
2024-06-14,391432963.4203115
2024-06-17,387252653.5443331
2024-06-18,396972342.6096177
2024-06-19,393203929.528671
2024-06-20,388918742.2818146
2024-06-21,396242416.2789387
2024-06-24,393650954.6831355
2024-06-25,385295994.9855049
2024-06-26,391399708.9811349
2024-06-27,391818606.07279646
2024-06-28,394846828.60365254
2024-07-01,390636173.08555824
2024-07-02,397068449.76048857
2024-07-03,407550859.36053437
2024-07-04,406086660.8866689
2024-07-05,405115216.158882
2024-07-08,416001451.0180835
2024-07-09,413779049.9709265
2024-07-10,414536866.47227114
2024-07-11,414467518.2051141
2024-07-12,414676975.3552219
2024-07-15,410177725.8715901
2024-07-16,407742082.6699376
2024-07-17,397240346.982922
2024-07-18,388133923.53061664
2024-07-19,402888025.9726878
2024-07-22,402742984.6209097
2024-07-23,404457568.9984966
2024-07-24,402341216.08426136
2024-07-25,394654473.25191885
2024-07-26,398840201.0314637
2024-07-29,395960445.5622312
2024-07-30,394683379.93713963
2024-07-31,392500813.8516983
2024-08-01,393890873.4617605
2024-08-02,390010699.43051505
2024-08-05,375014724.21045583
2024-08-06,375014724.21045583
2024-08-07,375014724.21045583
2024-08-08,375014724.21045583
2024-08-09,375014724.21045583
2024-08-12,375014724.21045583
2024-08-13,375014724.21045583
2024-08-14,375014724.21045583
2024-08-16,375014724.21045583
2024-08-19,375014724.21045583
2024-08-20,375014724.21045583
2024-08-21,374829783.65563416
2024-08-22,374037181.277827
2024-08-23,374037181.277827
2024-08-26,372623880.52760583
2024-08-27,372220138.9253007
2024-08-28,377228851.07800573
2024-08-29,378321229.07371676
2024-08-30,375713762.8241787
2024-09-02,374137243.7068885
2024-09-03,376423112.9136565
2024-09-04,373185847.24307483
2024-09-05,368352573.0998516
2024-09-06,365979155.3783327
2024-09-09,365979155.3783327
2024-09-10,365979155.3783327
2024-09-11,365979155.3783327
2024-09-12,365979155.3783327
2024-09-13,365979155.3783327
2024-09-19,365979155.3783327
2024-09-20,365979155.3783327
2024-09-23,365979155.3783327
2024-09-24,365979155.3783327
2024-09-25,365979155.3783327
2024-09-26,365979155.3783327
2024-09-27,365979155.3783327
2024-09-30,365979155.3783327
2024-10-02,365979155.3783327
2024-10-04,365979155.3783327
2024-10-07,365979155.3783327
2024-10-08,365979155.3783327
2024-10-10,365979155.3783327
2024-10-11,365979155.3783327
2024-10-14,365979155.3783327
2024-10-15,365979155.3783327
2024-10-16,365979155.3783327
2024-10-17,365979155.3783327
2024-10-18,365979155.3783327
2024-10-21,365979155.3783327
2024-10-22,365979155.3783327
2024-10-23,365979155.3783327
2024-10-24,365979155.3783327
2024-10-25,365979155.3783327
2024-10-28,365979155.3783327
2024-10-29,365979155.3783327
2024-10-30,365979155.3783327
2024-10-31,365979155.3783327
2024-11-01,365979155.3783327
2024-11-04,365979155.3783327
2024-11-05,365979155.3783327
2024-11-06,365979155.3783327
2024-11-07,365722745.12192243
2024-11-08,365701377.6005549
2024-11-11,367004887.5234678
2024-11-12,365982071.202144
2024-11-13,364699017.60565764
2024-11-14,366300032.6768219
2024-11-15,366170916.3536757
2024-11-18,363056452.0451816
2024-11-19,363291494.7802243
2024-11-20,363077819.56654906
2024-11-21,362522264.01099354
2024-11-22,362522264.01099354
2024-11-25,362522264.01099354
2024-11-26,362522264.01099354
2024-11-27,362522264.01099354
2024-11-28,362522264.01099354
2024-11-29,362522264.01099354
2024-12-02,362522264.01099354
2024-12-03,362522264.01099354
2024-12-04,362522264.01099354
2024-12-05,362522264.01099354
2024-12-06,362522264.01099354
2024-12-09,362522264.01099354
2024-12-10,362522264.01099354
2024-12-11,362522264.01099354
2024-12-12,362522264.01099354
2024-12-13,362522264.01099354
2024-12-16,362522264.01099354
2024-12-17,362522264.01099354
2024-12-18,362522264.01099354
2024-12-19,362522264.01099354
