날짜,open,high,low,close,volume
2022-11-30,99418,99432,99413,99432,4039
2022-12-01,99423,99457,99418,99457,1874
2022-12-02,99472,99492,99462,99487,28833
2022-12-05,99497,99502,99492,99497,92054
2022-12-06,99497,99507,99497,99497,63273
2022-12-07,99497,99507,99497,99507,99025
2022-12-08,99512,99517,99512,99512,116104
2022-12-09,99517,99522,99517,99517,102155
2022-12-12,99527,99527,99522,99522,79327
2022-12-13,99527,99532,99527,99532,97681
2022-12-14,99542,99542,99537,99542,106099
2022-12-15,99552,99552,99547,99547,117539
2022-12-16,99552,99557,99552,99557,116073
2022-12-19,99562,99567,99562,99567,114788
2022-12-20,99577,99577,99572,99572,87259
2022-12-21,99577,99587,99577,99587,108265
2022-12-22,99596,99596,99591,99596,98587
2022-12-23,99611,99611,99606,99611,116372
2022-12-26,99636,99636,99631,99636,115338
2022-12-27,99661,99661,99656,99661,102351
2022-12-28,99676,99676,99671,99676,110382
2022-12-29,99681,99686,99681,99681,93090
2023-01-02,99691,99691,99686,99691,6912
2023-01-03,99696,99701,99696,99701,2521
2023-01-04,99711,99711,99706,99711,4633
2023-01-05,99716,99721,99716,99721,2463
2023-01-06,99726,99731,99726,99731,1835
2023-01-09,99750,99750,99746,99750,3111
2023-01-10,99760,99765,99755,99760,4615
2023-01-11,99770,99770,99765,99765,3099
2023-01-12,99770,99775,99770,99775,4048
2023-01-13,99780,99780,99775,99780,2362
2023-01-16,99790,99795,99790,99795,2690
2023-01-17,99805,99810,99805,99810,5088
2023-01-18,99815,99820,99815,99820,1613
2023-01-19,99840,99845,99840,99845,2659
2023-01-20,99845,99850,99845,99850,3275
2023-01-25,99895,99895,99890,99895,1340
2023-01-26,99914,99919,99914,99919,3320
2023-01-27,99919,99924,99914,99924,2429
2023-01-30,99939,99944,99934,99939,1584
2023-01-31,99964,99969,99959,99959,12297
2023-02-01,99974,99974,99969,99974,4317
2023-02-02,99979,99984,99979,99984,2658
2023-02-03,99989,99994,99989,99994,6464
2023-02-06,100009,100014,100009,100014,1985
2023-02-07,100019,100024,100019,100024,3067
2023-02-08,100029,100034,100029,100034,6234
2023-02-09,100044,100044,100039,100044,2173
2023-02-10,100049,100054,100049,100049,5680
2023-02-13,100054,100059,100054,100059,4284
2023-02-14,100083,100088,100083,100088,2424
2023-02-15,100098,100098,100093,100098,1948
2023-02-16,100108,100108,100103,100108,2401
2023-02-17,100113,100123,100113,100123,4706
2023-02-20,100128,100143,100128,100138,998
2023-02-21,100143,100148,100143,100148,6283
2023-02-22,100153,100163,100153,100163,4355
2023-02-23,100173,100173,100168,100168,6665
2023-02-24,100178,100178,100173,100178,3409
2023-02-27,100188,100188,100183,100188,6207
2023-02-28,100218,100223,100213,100223,4160
2023-03-02,100233,100233,100228,100233,9863
2023-03-03,100242,100262,100237,100262,5175
2023-03-06,100272,100272,100267,100267,5863
2023-03-07,100272,100277,100272,100277,2186
2023-03-08,100282,100287,100282,100287,2073
2023-03-09,100297,100302,100297,100302,1757
2023-03-10,100312,100317,100312,100317,18270
2023-03-13,100322,100327,100322,100327,3585
2023-03-14,100337,100352,100337,100352,3514
2023-03-15,100357,100362,100357,100362,87109
2023-03-16,100377,100382,100372,100377,150992
2023-03-17,100382,100396,100382,100396,2579
2023-03-20,100406,100406,100396,100401,7808
2023-03-21,100406,100416,100406,100416,128104
2023-03-22,100426,100426,100421,100426,4181
2023-03-23,100436,100441,100431,100436,5462
2023-03-24,100441,100461,100441,100461,20980
2023-03-27,100471,100476,100471,100476,175034
2023-03-28,100486,100486,100481,100481,91411
2023-03-29,100496,100496,100486,100491,17408
2023-03-30,100506,100511,100501,100501,72124
2023-03-31,100511,100526,100506,100526,26410
2023-04-03,100526,100546,100178,100546,15256
2023-04-04,100555,100555,100546,100551,12129
2023-04-05,100560,100560,100555,100560,10869
2023-04-06,100570,100575,100570,100570,12044
2023-04-07,100575,100580,100575,100580,15943
2023-04-10,100595,100600,100595,100600,34340
2023-04-11,100610,100615,100610,100615,21170
2023-04-12,100630,100630,100615,100620,14720
2023-04-13,100630,100635,100625,100630,12806
2023-04-14,100640,100660,100640,100660,9691
2023-04-17,100675,100675,100670,100675,9613
2023-04-18,100685,100685,100675,100680,15320
2023-04-19,100685,100690,100685,100690,23586
2023-04-20,100700,100700,100695,100700,10676
2023-04-21,100710,100734,100705,100734,56797
2023-04-24,100739,100744,100739,100744,11920
2023-04-25,100754,100754,100749,100754,34753
2023-04-26,100764,100764,100754,100759,15214
2023-04-27,100769,100774,100764,100769,9904
2023-04-28,100779,100804,100774,100804,17530
2023-05-02,100809,100819,100804,100819,7348
2023-05-03,100829,100829,100824,100824,4536
2023-05-04,100829,100834,100829,100834,13373
2023-05-08,100854,100878,100849,100878,12725
2023-05-09,100878,100883,100878,100883,21942
2023-05-10,100888,100893,100888,100893,27777
2023-05-11,100908,100908,100903,100908,9493
2023-05-12,100918,100933,100913,100928,37757
2023-05-15,100943,100948,100938,100948,9276
2023-05-16,100953,100958,100953,100958,39396
2023-05-17,100958,100968,100958,100968,23083
2023-05-18,100988,100993,100978,100983,27819
2023-05-19,100988,101008,100988,101008,15287
2023-05-22,101013,101018,101013,101018,12544
2023-05-23,101023,101028,101023,101028,12638
2023-05-24,101038,101038,101033,101038,11891
2023-05-25,101057,101062,101057,101062,15233
2023-05-26,101067,101072,101067,101072,23158
2023-05-30,101077,101097,101072,101097,30022
2023-05-31,101107,101112,101097,101097,17339
2023-06-01,101107,101112,101102,101112,9780
2023-06-02,101117,101142,101117,101142,15726
2023-06-05,101152,101167,101147,101167,11901
2023-06-07,101172,101177,101172,101177,12701
2023-06-08,101187,101187,101182,101187,20451
2023-06-09,101197,101211,101192,101211,10050
2023-06-12,101221,101221,101216,101221,19122
2023-06-13,101226,101231,101226,101226,69463
2023-06-14,101231,101236,101231,101231,12252
2023-06-15,101246,101251,101246,101251,17961
2023-06-16,101256,101261,101256,101256,10112
2023-06-19,101261,101291,101261,101286,7807
2023-06-20,101286,101301,101286,101301,10022
2023-06-21,101306,101311,101306,101306,14434
2023-06-22,101326,101331,101326,101331,7831
2023-06-23,101336,101351,101336,101351,14130
2023-06-26,101361,101365,101361,101365,8920
2023-06-27,101370,101375,101370,101375,4154
2023-06-28,101380,101385,101380,101380,12245
2023-06-29,101395,101400,101395,101400,9762
2023-06-30,101410,101410,101405,101410,13306
2023-07-03,101415,101420,101415,101420,26377
2023-07-04,101425,101440,101425,101435,9897
2023-07-05,101440,101445,101440,101445,8320
2023-07-06,101455,101460,101455,101460,18780
2023-07-07,101465,101490,101465,101490,16175
2023-07-10,101495,101500,101495,101500,13489
2023-07-11,101505,101515,101500,101515,10446
2023-07-12,101529,101534,101529,101534,10093
2023-07-13,101559,101559,101544,101549,31525
2023-07-14,101554,101559,101554,101559,8073
2023-07-17,101564,101574,101564,101574,11741
2023-07-18,101584,101584,101579,101579,10344
2023-07-19,101589,101589,101584,101589,7231
2023-07-20,101609,101614,101609,101609,17765
2023-07-21,101614,101619,101614,101614,8156
2023-07-24,101629,101639,101619,101639,22835
2023-07-25,101649,101649,101644,101649,6549
2023-07-26,101659,101659,101654,101659,11091
2023-07-27,101669,101674,101669,101674,9251
2023-07-28,101679,101683,101679,101683,18279
2023-07-31,101693,101708,101688,101708,19992
2023-08-01,101708,101713,101703,101713,7355
2023-08-02,101718,101723,101718,101723,10615
2023-08-03,101748,101753,101733,101738,19685
2023-08-04,101748,101763,101743,101763,19352
2023-08-07,101768,101773,101768,101773,11682
2023-08-08,101778,101783,101778,101783,10368
2023-08-09,101788,101798,101788,101788,8883
2023-08-10,101798,101803,101798,101803,16686
2023-08-11,101828,101833,101828,101833,14311
2023-08-14,101857,101857,101852,101857,8502
2023-08-16,101862,101862,101857,101862,29165
2023-08-17,101872,101877,101872,101877,16616
2023-08-18,101902,101907,101902,101907,41686
2023-08-21,101917,101917,101912,101917,16269
2023-08-22,101922,101927,101922,101927,23252
2023-08-23,101937,101937,101932,101937,17031
2023-08-24,101942,101947,101942,101947,21612
2023-08-25,102364,102364,101942,101977,25841
2023-08-28,101987,101992,101987,101992,37157
2023-08-29,101997,101997,101992,101997,10578
2023-08-30,102006,102006,102002,102006,9583
2023-08-31,102016,102016,102011,102016,21244
2023-09-01,102041,102046,102041,102046,8473
2023-09-04,102061,102061,102056,102056,19738
2023-09-05,102066,102066,102061,102066,10252
2023-09-06,102071,102076,102071,102076,10955
2023-09-07,102086,102086,102081,102086,14570
2023-09-08,102106,102111,102106,102111,7947
2023-09-11,102126,102131,102126,102126,19314
2023-09-12,102131,102136,102131,102136,20749
2023-09-13,102141,102146,102141,102146,6802
2023-09-14,102156,102161,102156,102161,5904
2023-09-15,102185,102190,102185,102190,7335
2023-09-18,102195,102200,102195,102200,9880
2023-09-19,102205,102210,102205,102205,4807
2023-09-20,102200,102220,102195,102220,11355
2023-09-21,102225,102230,102225,102230,5472
2023-09-22,102260,102260,102255,102260,10101
2023-09-25,102270,102270,102265,102270,15894
2023-09-26,102280,102280,102275,102280,13730
2023-09-27,102354,102354,102349,102354,15227
2023-10-04,102359,102379,102354,102374,17694
2023-10-05,102374,102379,102374,102379,11223
2023-10-06,102414,102419,102414,102419,14074
2023-10-10,102444,102444,102439,102439,8851
2023-10-11,102439,102449,102439,102444,22609
2023-10-12,102449,102449,102444,102449,7320
2023-10-13,102474,102479,102474,102479,11877
2023-10-16,102484,102489,102484,102484,2939
2023-10-17,102493,102498,102493,102498,5420
2023-10-18,102508,102508,102503,102508,4431
2023-10-19,102518,102518,102513,102513,9602
2023-10-20,102543,102548,102543,102543,9877
2023-10-23,102553,102558,102553,102558,13538
2023-10-24,102568,102568,102563,102568,7493
2023-10-25,102573,102573,102568,102568,6879
2023-10-26,102583,102583,102578,102583,13794
2023-10-27,102613,102618,102613,102618,9280
2023-10-30,102623,102628,102623,102628,5715
2023-10-31,102638,102638,102633,102638,8417
2023-11-01,102638,102643,102638,102643,8540
2023-11-02,102652,102657,102652,102657,15178
2023-11-03,102687,102687,102682,102687,10049
2023-11-06,102692,102697,102692,102697,15510
2023-11-07,102697,102702,102697,102702,13725
2023-11-08,102707,102712,102707,102712,15716
2023-11-09,102717,102722,102717,102722,14621
2023-11-10,102752,102757,102752,102757,16271
2023-11-13,102762,102767,102762,102767,8553
2023-11-14,102777,102777,102772,102772,6712
2023-11-15,102777,102782,102777,102782,15392
2023-11-16,102787,102792,102787,102792,9621
2023-11-17,102816,102821,102816,102821,7307
2023-11-20,102831,102836,102821,102831,7088
2023-11-21,102831,102846,102831,102846,12706
2023-11-22,102851,102856,102851,102856,5778
2023-11-23,102866,102866,102861,102866,11835
2023-11-24,102896,102901,102896,102901,7330
2023-11-27,102911,102911,102906,102911,20757
2023-11-28,102916,102921,102916,102921,9211
2023-11-29,102926,102931,102926,102931,15597
2023-11-30,102936,102941,102936,102941,9802
2023-12-01,102956,102971,102956,102971,39871
2023-12-04,102975,102980,102975,102980,71108
2023-12-05,102990,102990,102985,102990,15171
2023-12-06,103000,103000,102995,103000,13846
2023-12-07,103010,103010,103005,103010,21171
2023-12-08,103040,103045,103040,103045,27127
2023-12-11,103050,103055,103050,103055,28184
2023-12-12,103065,103065,103060,103065,17088
2023-12-13,103075,103075,103070,103075,12381
2023-12-14,103100,103105,103100,103105,19255
2023-12-15,103110,103115,103110,103115,17832
2023-12-18,103120,103130,103120,103130,19060
2023-12-19,103134,103139,103134,103139,18376
2023-12-20,103144,103149,103144,103149,20661
2023-12-21,103159,103159,103154,103159,10673
2023-12-22,103194,103199,103194,103199,21951
2023-12-26,103204,103214,103199,103214,22581
2023-12-27,103219,103219,103214,103219,27152
2023-12-28,103269,103274,103269,103274,28001
2024-01-02,103284,103289,103284,103289,45221
2024-01-03,103298,103298,103294,103298,28458
2024-01-04,103308,103308,103303,103308,21334
2024-01-05,103333,103338,103333,103338,22670
2024-01-08,103343,103348,103343,103348,20805
2024-01-09,103353,103353,103348,103353,20142
2024-01-10,103358,103363,103358,103363,21418
2024-01-11,103373,103378,103373,103378,17277
2024-01-12,103398,103403,103398,103403,20018
2024-01-15,103418,103418,103413,103413,19127
2024-01-16,103418,103428,103418,103428,24318
2024-01-17,103438,103438,103433,103438,22948
2024-01-18,103443,103448,103443,103448,14946
2024-01-19,103472,103477,103472,103477,24143
2024-01-22,103482,103487,103482,103482,31623
2024-01-23,103487,103492,103487,103492,22907
2024-01-24,103497,103502,103497,103502,15745
2024-01-25,103512,103517,103512,103517,20015
2024-01-26,103542,103547,103542,103547,21902
2024-01-29,103557,103562,103557,103562,35218
2024-01-30,103567,103567,103557,103557,34457
2024-01-31,103572,103577,103572,103572,16046
2024-02-01,103582,103587,103582,103587,25451
2024-02-02,103612,103617,103612,103617,23393
2024-02-05,103626,103631,103621,103631,66746
2024-02-06,103631,103636,103631,103636,26596
2024-02-07,103641,103646,103641,103646,21932
2024-02-08,103691,103696,103691,103696,24353
2024-02-13,103696,103706,103323,103701,40697
2024-02-14,103716,103721,103716,103721,29437
2024-02-15,103731,103731,103726,103731,20785
2024-02-16,103761,103766,103761,103766,36301
2024-02-19,103776,103776,103771,103776,136047
2024-02-20,103785,103785,103780,103785,32690
2024-02-21,103790,103795,103790,103795,37198
2024-02-22,103805,103805,103800,103805,35611
2024-02-23,103835,103840,103835,103840,34620
2024-02-26,103845,103850,103845,103850,38478
2024-02-27,103855,103860,103855,103860,52338
2024-02-28,103865,103870,103865,103870,27462
2024-02-29,103910,103915,103910,103915,23510
2024-03-04,103920,103925,103920,103925,41831
