날짜,open,high,low,close,volume
2016-01-04,19601,19601,19264,19264,817885
2016-01-05,19260,19453,19257,19384,2260133
2016-01-06,19332,19332,19145,19244,1339989
2016-01-07,19220,19282,19018,19049,1987590
2016-01-08,18952,19206,18905,19189,1635136
2016-01-11,18935,19057,18898,18992,1233997
2016-01-12,19091,19102,18891,18927,1281334
2016-01-13,19034,19244,19023,19206,595365
2016-01-14,18970,19038,18838,19038,2497580
2016-01-15,19189,19206,18727,18813,2029888
2016-01-18,18617,18838,18550,18818,1180738
2016-01-19,18795,18873,18631,18873,513663
2016-01-20,18795,18795,18316,18471,1465627
2016-01-21,18467,18593,18406,18417,785984
2016-01-22,18593,18818,18593,18818,733676
2016-01-25,18873,19010,18813,18939,424886
2016-01-26,18827,18827,18573,18692,855509
2016-01-27,18856,18987,18830,18949,637601
2016-01-28,18799,19018,18735,19002,1373452
2016-01-29,18944,19034,18802,19034,768962
2016-02-01,19102,19240,19080,19141,548002
2016-02-02,19080,19141,18997,19010,854585
2016-02-03,18818,18827,18703,18827,863584
2016-02-04,18952,19150,18917,19129,497766
2016-02-05,19087,19232,19087,19194,252050
2016-02-11,18747,18783,18621,18673,1669291
2016-02-12,18568,18644,18424,18505,2180006
2016-02-15,18745,18830,18692,18791,474149
2016-02-16,18830,19095,18791,19040,918444
2016-02-17,18974,19158,18974,19067,708268
2016-02-18,19323,19332,19220,19244,352450
2016-02-19,19199,19299,19199,19282,1191136
2016-02-22,19203,19372,19203,19314,499910
2016-02-23,19392,19412,19274,19337,417727
2016-02-24,19282,19369,19220,19294,2095410
2016-02-25,19399,19467,19244,19307,1885940
2016-02-26,19412,19421,19337,19353,1587654
2016-02-29,19307,19421,19294,19328,520304
2016-03-02,19563,19649,19560,19639,377755
2016-03-03,19675,19691,19639,19686,615449
2016-03-04,19678,19745,19661,19696,669804
2016-03-07,19742,19775,19724,19737,703430
2016-03-08,19764,19764,19537,19601,867710
2016-03-09,19560,19668,19540,19668,589022
2016-03-10,19720,19960,19696,19886,1465791
2016-03-11,19877,19954,19870,19915,520434
2016-03-14,20006,20006,19887,19891,528391
2016-03-15,19891,19950,19817,19886,597479
2016-03-16,19923,20020,19881,19915,799023
2016-03-17,20002,20211,20002,20039,2059874
2016-03-18,20107,20112,20006,20062,1173888
2016-03-21,20122,20176,19981,20044,517231
2016-03-22,20067,20122,20033,20117,974606
2016-03-23,20130,20208,20081,20102,1095270
2016-03-24,20037,20112,19977,20039,6320671
2016-03-25,20076,20088,20002,20027,1797700
2016-03-28,20027,20102,20010,20048,353822
2016-03-29,20048,20173,20048,20148,449305
2016-03-30,20249,20302,20217,20238,760457
2016-03-31,20276,20283,20103,20163,570107
2016-04-01,20122,20144,19886,19900,890735
2016-04-04,19877,19932,19863,19907,264407
2016-04-05,19845,19854,19724,19750,793652
2016-04-06,19759,19881,19759,19873,413248
2016-04-07,19919,19928,19783,19865,360472
2016-04-08,19724,19841,19656,19836,746392
2016-04-11,19817,19877,19750,19854,530910
2016-04-12,19854,19997,19850,19981,919734
2016-04-14,20293,20425,20215,20383,691613
2016-04-15,20437,20456,20373,20394,540508
2016-04-18,20245,20346,20215,20336,432858
2016-04-19,20411,20448,20346,20373,351515
2016-04-20,20420,20485,20302,20302,334762
2016-04-21,20389,20485,20363,20448,536067
2016-04-22,20376,20425,20341,20363,481577
2016-04-25,20336,20373,20267,20355,605145
2016-04-26,20346,20473,20328,20425,621315
2016-04-27,20394,20437,20389,20425,421165
2016-04-28,20479,20491,20215,20215,505794
2016-04-29,20155,20173,20038,20173,421204
2016-05-02,20030,20041,19960,19986,348432
2016-05-03,20054,20078,19986,20050,640744
2016-05-04,19927,19986,19875,19949,405115
2016-05-09,19919,19936,19856,19899,429439
2016-05-10,19864,19991,19856,19991,448854
2016-05-11,20007,20011,19851,19954,742726
2016-05-12,19886,19949,19820,19910,628853
2016-05-13,19906,19906,19715,19759,628990
2016-05-16,19690,19830,19690,19798,621538
2016-05-17,19810,19820,19719,19784,400501
2016-05-18,19708,19715,19564,19674,1387909
2016-05-19,19613,19667,19585,19634,508479
2016-05-20,19634,19674,19598,19626,510757
2016-05-23,19659,19708,19534,19690,426311
2016-05-24,19647,19647,19537,19557,536296
2016-05-25,19690,19842,19659,19810,473549
2016-05-26,19798,19879,19764,19798,427199
2016-05-27,19814,19899,19784,19886,409660
2016-05-30,19875,19890,19745,19847,254883
2016-05-31,19801,20073,19742,20073,538592
2016-06-01,19910,20030,19899,19998,696915
2016-06-02,19998,20045,19973,20038,642074
2016-06-03,20083,20096,20016,20069,667741
2016-06-07,20204,20353,20200,20353,581235
2016-06-08,20382,20552,20353,20549,656943
2016-06-09,20573,20674,20452,20556,3358629
2016-06-10,20507,20526,20460,20486,534092
2016-06-13,20295,20322,20054,20073,918193
2016-06-14,20059,20073,19910,19994,1380907
2016-06-15,20007,20045,19886,19963,609621
2016-06-16,19986,19994,19754,19817,874048
2016-06-17,19991,20041,19847,19864,725695
2016-06-20,20064,20155,20028,20125,711335
2016-06-21,20115,20143,20025,20133,558161
2016-06-22,20105,20290,20087,20229,734350
2016-06-23,20254,20273,20200,20249,682146
2016-06-24,20357,20372,19333,19594,2018693
2016-06-27,19523,19670,19488,19655,826116
2016-06-28,19509,19754,19495,19712,772586
2016-06-29,19833,20050,19776,19931,464659
2016-06-30,20038,20083,19931,20083,932827
2016-07-01,20091,20312,20091,20249,348870
2016-07-04,20229,20353,20217,20344,257318
2016-07-05,20295,20327,20238,20285,719034
2016-07-06,20125,20128,19801,19884,1104335
2016-07-07,19966,20155,19944,20120,398532
2016-07-08,20105,20155,19960,20021,527908
2016-07-11,20208,20357,20208,20308,425856
2016-07-12,20317,20430,20259,20327,299533
2016-07-13,20456,20549,20372,20445,472692
2016-07-14,20441,20522,20406,20498,453640
2016-07-15,20573,20677,20522,20577,810116
2016-07-18,20577,20665,20577,20618,1047396
2016-07-19,20643,20643,20535,20581,629991
2016-07-20,20585,20592,20452,20549,497810
2016-07-21,20633,20647,20535,20577,393794
2016-07-22,20479,20592,20433,20549,359610
2016-07-25,20585,20669,20532,20568,398423
2016-07-26,20540,20770,20540,20753,647806
2016-07-27,20757,20811,20734,20761,995652
2016-07-28,20761,20795,20651,20682,498175
2016-07-29,20682,20823,20656,20731,539408
2016-08-01,20787,20865,20787,20853,623073
2016-08-02,20811,20811,20677,20695,467085
2016-08-03,20544,20573,20425,20452,545720
2016-08-04,20522,20552,20430,20495,387660
2016-08-05,20552,20721,20532,20702,576834
2016-08-08,20850,20891,20748,20850,354324
2016-08-09,20895,21044,20869,21023,872579
2016-08-10,20978,21048,20949,20954,918154
2016-08-11,20954,20981,20887,20981,634210
2016-08-12,21048,21176,21009,21027,617952
2016-08-16,21116,21187,21044,21048,820405
2016-08-17,21027,21053,20939,21027,537399
2016-08-18,21027,21176,21004,21166,617550
2016-08-19,21187,21227,21153,21227,522178
2016-08-22,21166,21166,21091,21126,513083
2016-08-23,21126,21216,21126,21211,394785
2016-08-24,21221,21231,21087,21108,413072
2016-08-25,21112,21179,21031,21126,831203
2016-08-26,21062,21091,20973,21072,678648
2016-08-29,20954,21091,20887,21048,532972
2016-08-30,21148,21266,21121,21162,938355
2016-08-31,21162,21166,21027,21099,653774
2016-09-01,20965,21019,20869,21009,774949
2016-09-02,21027,21072,20981,21067,472990
2016-09-05,21211,21339,21202,21339,847518
2016-09-06,21339,21423,21320,21423,722349
2016-09-07,21423,21514,21367,21367,726826
2016-09-08,21428,21473,21320,21370,484057
2016-09-09,21244,21290,21057,21126,636207
2016-09-12,20782,20858,20600,20600,1057718
2016-09-13,20850,20850,20643,20643,452149
2016-09-19,20643,20874,20637,20874,387511
2016-09-20,20808,20926,20791,20926,372595
2016-09-21,20895,21040,20874,21023,876948
2016-09-22,21207,21299,21187,21202,916195
2016-09-23,21257,21285,21179,21202,174292
2016-09-26,21202,21294,21112,21140,505200
2016-09-27,21091,21313,20965,21271,1181239
2016-09-28,21271,21280,21197,21211,347540
2016-09-29,21339,21428,21339,21390,571372
2016-09-30,21249,21266,21126,21140,400002
2016-10-04,21275,21326,21244,21262,352618
2016-10-05,21116,21303,21062,21254,255143
2016-10-06,21437,21456,21313,21399,493220
2016-10-07,21407,21441,21322,21348,252960
2016-10-10,21266,21385,21176,21352,243145
2016-10-11,21339,21394,21057,21062,906234
2016-10-12,20949,21091,20947,21067,488657
2016-10-13,21023,21057,20842,20877,503338
2016-10-14,20926,21027,20926,20989,241531
2016-10-17,21012,21083,20834,21019,310319
2016-10-18,21027,21166,21019,21145,128272
2016-10-19,21171,21280,21116,21176,322204
2016-10-20,21207,21285,21183,21183,267624
2016-10-21,21194,21197,21087,21126,509964
2016-10-24,21197,21275,21191,21254,348113
2016-10-25,21227,21266,21187,21227,147652
2016-10-26,21137,21145,20884,20981,1236005
2016-10-27,21079,21091,20999,21057,404017
2016-10-28,21009,21126,21009,21067,139964
2016-10-31,20994,21091,20959,21035,281729
2016-11-01,21019,21057,20846,21040,473676
2016-11-02,20900,20930,20778,20795,2917070
2016-11-03,20778,20869,20721,20842,5046644
2016-11-04,20804,20838,20744,20791,779401
2016-11-07,21004,21019,20900,20949,567618
2016-11-08,21040,21062,20895,21009,437980
2016-11-09,21091,21140,20304,20600,3624766
2016-11-10,20858,20999,20808,20965,396451
2016-11-11,20858,20858,20739,20778,364539
2016-11-14,20726,20778,20581,20628,354868
2016-11-15,20560,20647,20529,20535,677560
2016-11-16,20637,20682,20581,20613,273560
2016-11-17,20529,20618,20456,20581,258800
2016-11-18,20628,20628,20495,20592,456149
2016-11-21,20532,20618,20502,20535,257205
2016-11-22,20535,20815,20535,20770,153562
2016-11-23,20787,20934,20761,20846,102669
2016-11-24,20825,20869,20707,20753,175418
2016-11-25,20811,20815,20731,20774,73394
2016-11-28,20765,20842,20633,20825,45097
2016-11-29,20823,20862,20782,20830,94053
2016-11-30,20830,20968,20830,20959,203090
2016-12-01,20930,20973,20884,20947,16973
2016-12-02,20850,20887,20707,20808,3356948
2016-12-05,20734,20819,20698,20782,52397
2016-12-06,20921,21067,20921,21015,223171
2016-12-07,21067,21116,21027,21087,24173
2016-12-08,21285,21452,21254,21452,1110353
2016-12-09,21452,21486,21399,21456,86489
2016-12-12,21486,21545,21374,21428,409858
2016-12-13,21428,21499,21407,21473,121097
2016-12-14,21550,21615,21481,21499,218102
2016-12-15,21334,21527,21334,21499,110652
2016-12-16,21495,21563,21448,21531,338109
2016-12-19,21499,21587,21495,21550,121396
2016-12-20,21559,21632,21554,21623,325325
2016-12-21,21632,21707,21563,21569,282836
2016-12-22,21590,21612,21550,21550,172319
2016-12-23,21545,21563,21512,21523,135962
2016-12-26,21565,21569,21519,21550,67072
2016-12-27,21565,21595,21545,21595,5020832
2016-12-28,21704,21720,21654,21686,116685
2016-12-29,21677,21707,21604,21707,335825
2017-01-02,21695,21825,21612,21769,92265
2017-01-03,21842,21941,21787,21937,342694
2017-01-04,21916,21970,21900,21970,165604
2017-01-05,21950,21966,21859,21862,1676675
2017-01-06,21930,22008,21930,21966,44631
2017-01-09,21984,22056,21970,22021,336589
2017-01-10,21958,22030,21941,21998,1956679
2017-01-11,22011,22449,22004,22382,642131
2017-01-12,22402,22488,22382,22445,761904
2017-01-13,22394,22437,22373,22378,790541
2017-01-16,22382,22422,22216,22255,1654563
2017-01-17,22271,22429,22271,22323,342493
2017-01-18,22328,22394,22169,22310,147618
2017-01-19,22466,22557,22243,22352,101925
2017-01-20,22279,22333,22263,22319,122282
2017-01-23,22305,22373,22169,22289,170623
2017-01-24,22323,22412,22259,22293,206039
2017-01-25,22437,22453,22310,22402,176781
2017-01-26,22471,22615,22412,22553,290935
2017-01-31,22488,22533,22440,22473,237776
2017-02-01,22497,22541,22471,22519,1762548
2017-02-02,22495,22631,22387,22387,390018
2017-02-03,22483,22497,22328,22440,337447
2017-02-06,22639,22657,22449,22497,453672
2017-02-07,22524,22524,22422,22437,180354
2017-02-08,22399,22407,22216,22356,753400
2017-02-09,22382,22458,22326,22399,198943
2017-02-10,22505,22541,22433,22433,319843
2017-02-13,22445,22462,22407,22440,185691
2017-02-14,22515,22515,22328,22399,577893
2017-02-15,22417,22495,22342,22471,142796
2017-02-16,22502,22562,22429,22449,113071
2017-02-17,22364,22483,22364,22449,140678
2017-02-20,22483,22519,22437,22519,247690
2017-02-21,22557,22817,22528,22734,810958
2017-02-22,22740,22804,22734,22773,425295
2017-02-23,22781,22796,22731,22768,581088
2017-02-24,22763,22796,22574,22611,878975
2017-02-27,22611,22627,22473,22524,467804
2017-02-28,22524,22607,22510,22607,150031
2017-03-02,22702,22826,22657,22759,460102
2017-03-03,22657,22674,22488,22549,1288061
2017-03-06,22458,22592,22426,22584,293253
2017-03-07,22595,22731,22569,22694,1996779
2017-03-08,22652,22789,22631,22723,171065
2017-03-09,22759,22778,22674,22702,159425
2017-03-10,22602,22773,22569,22723,451805
2017-03-13,22781,23033,22768,22963,448580
2017-03-14,23059,23180,23049,23180,521617
2017-03-15,23145,23216,23132,23198,247689
2017-03-16,23445,23483,23323,23376,668338
2017-03-17,23371,23502,23357,23464,172726
2017-03-20,23468,23468,23366,23428,36114
2017-03-21,23526,23745,23483,23683,141407
2017-03-22,23502,23584,23475,23567,187530
2017-03-23,23653,23727,23601,23639,166107
2017-03-24,23634,23732,23551,23601,609936
2017-03-27,23521,23551,23411,23459,986325
2017-03-28,23551,23567,23468,23518,736027
2017-03-29,23601,23601,23511,23567,653196
2017-03-30,23596,23674,23497,23547,641500
2017-03-31,23601,23612,23497,23535,675286
2017-04-03,23535,23629,23511,23563,207729
2017-04-04,23513,23567,23449,23497,142496
2017-04-05,23486,23521,23328,23449,114606
2017-04-06,23380,23385,23280,23357,91188
2017-04-07,23415,23419,23244,23335,89347
2017-04-10,23302,23314,23167,23201,208998
2017-04-11,23127,23216,23022,23100,95492
2017-04-12,23091,23136,23071,23109,38891
2017-04-13,23154,23331,23109,23328,94440
2017-04-14,23272,23285,23087,23239,810026
2017-04-17,23285,23366,23221,23276,145292
2017-04-18,23432,23432,23208,23276,76319
2017-04-19,23235,23272,23095,23164,345649
2017-04-20,23127,23269,23085,23248,283528
2017-04-21,23343,23489,23318,23454,460039
2017-04-24,23563,23593,23511,23567,261306
2017-04-25,23609,23835,23584,23813,884350
2017-04-26,23902,24003,23894,23979,1140571
2017-04-27,23979,24029,23918,24016,117496
2017-04-28,24099,24160,24050,24053,151413
2017-05-02,24217,24392,24217,24233,122253
2017-05-04,24331,24492,24331,24492,21940
2017-05-08,24530,25096,24530,25096,661241
2017-05-10,25133,26087,24791,24854,383405
2017-05-11,24974,25210,24928,25140,433277
2017-05-12,25200,25200,25011,25058,211117
2017-05-15,25099,25173,25002,25108,300517
2017-05-16,25289,25289,25036,25145,630968
2017-05-17,25063,25186,25014,25124,772173
2017-05-18,24887,25091,24849,25091,793819
2017-05-19,25055,25115,25011,25042,427531
2017-05-22,25182,25245,25103,25240,119587
2017-05-23,25303,25506,25260,25316,874594
2017-05-24,25408,25428,25316,25338,1054279
2017-05-25,25469,25651,25395,25629,1161091
2017-05-26,25671,25915,25634,25783,668522
2017-05-29,25902,25984,25627,25774,324720
2017-05-30,25774,25793,25460,25605,1315183
2017-05-31,25528,25720,25514,25619,607431
2017-06-01,25594,25634,25460,25535,729670
2017-06-02,25623,25868,25623,25854,963346
2017-06-05,25871,25919,25778,25825,265997
2017-06-07,25778,25841,25666,25666,510940
2017-06-08,25666,25765,25545,25747,519851
2017-06-09,25798,26032,25798,25979,576304
2017-06-12,25829,25885,25675,25720,1023519
2017-06-13,25715,25879,25715,25871,490593
2017-06-14,25984,26037,25798,25871,766126
2017-06-15,25849,25927,25623,25742,2638089
2017-06-16,25760,25812,25710,25750,828633
2017-06-19,25760,25971,25706,25915,705010
2017-06-20,26028,26037,25923,25974,893158
2017-06-21,25829,25858,25715,25809,1607177
2017-06-22,25879,25984,25816,25984,330214
2017-06-23,25979,26087,25958,26037,536034
2017-06-26,26065,26207,26065,26181,594762
2017-06-27,26139,26266,26131,26190,1164129
2017-06-28,26099,26200,26091,26122,1397329
2017-06-29,26274,26369,26261,26292,905377
2017-06-30,26149,26226,26110,26226,1156479
2017-07-03,26280,26287,26163,26274,310323
2017-07-04,26261,26301,26087,26103,575246
2017-07-05,26057,26241,26057,26207,593198
2017-07-06,26266,26270,26139,26231,403368
2017-07-07,26127,26185,26041,26118,580170
2017-07-10,26200,26283,26127,26185,221124
2017-07-11,26238,26364,26207,26348,260338
2017-07-12,26332,26410,26328,26340,905009
2017-07-13,26499,26755,26478,26624,850400
2017-07-14,26665,26743,26649,26680,159689
2017-07-17,26832,26851,26726,26784,231566
2017-07-18,26755,26784,26720,26781,276161
2017-07-19,26810,26818,26720,26818,173372
2017-07-20,26871,26974,26810,26949,156533
2017-07-21,26894,27066,26894,27062,553099
2017-07-24,27051,27055,26988,27055,729826
2017-07-25,27055,27070,26913,26920,576508
2017-07-26,26957,26962,26805,26860,359660
2017-07-27,26937,27025,26869,26942,172609
2017-07-28,26823,26832,26400,26419,1059124
2017-07-31,26344,26464,26292,26414,283259
2017-08-01,26336,26781,26328,26637,517378
2017-08-02,26720,26781,26680,26706,228046
2017-08-03,26629,26634,26069,26256,959363
2017-08-04,26251,26414,26230,26377,380116
2017-08-07,26414,26533,26357,26400,104284
2017-08-08,26456,26528,26221,26340,237063
2017-08-09,26148,26235,25997,26043,731475
2017-08-10,25940,26040,25719,25909,332100
2017-08-11,25539,25629,25379,25442,760626
2017-08-14,25687,25687,25560,25660,234764
2017-08-16,25888,25931,25782,25815,228209
2017-08-17,25870,26001,25819,25970,167228
2017-08-18,25738,25961,25738,25935,306498
2017-08-21,26010,26010,25853,25909,413198
2017-08-22,25948,26048,25948,26005,232766
2017-08-23,26153,26153,25965,26019,763422
2017-08-24,26036,26194,26036,26138,507226
2017-08-25,26211,26235,26095,26165,179112
2017-08-28,26134,26206,25994,26027,408442
2017-08-29,25853,25940,25569,25940,432206
2017-08-30,26031,26040,25935,26040,103639
2017-08-31,26036,26086,25824,25888,335353
2017-09-01,25970,25987,25777,25870,114636
2017-09-04,25490,25747,25490,25579,415552
2017-09-05,25683,25683,25510,25579,86841
2017-09-06,25505,25548,25447,25505,414326
2017-09-07,25579,25845,25579,25819,220364
2017-09-08,25870,25884,25787,25845,407153
2017-09-11,26001,26173,25983,26095,133602
2017-09-12,26206,26206,26048,26102,293348
2017-09-13,26126,26237,26036,26117,199638
2017-09-14,26109,26235,26052,26235,376221
2017-09-15,26280,26357,26130,26357,145985
2017-09-18,26388,26798,26388,26760,1184753
2017-09-19,26784,26823,26734,26743,697798
