날짜,open,high,low,close,volume
2021-04-09,10025,10035,9965,9985,3112959
2021-04-12,10060,10150,10035,10150,1620016
2021-04-13,10150,10150,10090,10090,1091204
2021-04-14,10250,10250,10175,10185,1079896
2021-04-15,10020,10035,9990,10030,1257291
2021-04-16,10195,10195,10130,10155,941405
2021-04-19,10170,10205,10135,10185,1639048
2021-04-20,10105,10120,10060,10080,1752027
2021-04-21,10015,10015,9965,9990,785313
2021-04-22,10065,10095,10040,10095,514111
2021-04-23,9980,9980,9925,9935,1033531
2021-04-26,10025,10060,10000,10020,744645
2021-04-27,10055,10095,10045,10095,837988
2021-04-28,10055,10065,10030,10050,376632
2021-04-29,10070,10100,10045,10085,966751
2021-04-30,10030,10040,10000,10040,676650
2021-05-03,10060,10130,10055,10115,810895
2021-05-04,10075,10075,9990,10045,672396
2021-05-06,9851,9851,9796,9841,1051615
2021-05-07,9895,9935,9885,9905,1163600
2021-05-10,9915,9930,9861,9861,464812
2021-05-11,9571,9586,9491,9556,785161
2021-05-12,9596,9626,9521,9596,511976
2021-05-13,9387,9476,9377,9462,551289
2021-05-14,9481,9581,9481,9566,300089
2021-05-17,9726,9761,9651,9736,300555
2021-05-18,9751,9786,9721,9776,483221
2021-05-20,9641,9651,9581,9651,267796
2021-05-21,9806,9811,9746,9766,199162
2021-05-24,9681,9716,9661,9686,281162
2021-05-25,9866,9910,9841,9890,337031
2021-05-26,9900,9910,9831,9846,263693
2021-05-27,9856,9866,9811,9836,450196
2021-05-28,9836,9841,9801,9801,215505
2021-05-31,9791,9801,9746,9751,409712
2021-06-01,9776,9776,9686,9701,385061
2021-06-02,9701,9741,9681,9731,347020
2021-06-03,9761,9776,9746,9766,227007
2021-06-04,9651,9671,9636,9651,354079
2021-06-07,9791,9806,9766,9776,273402
2021-06-08,9851,9885,9826,9876,426789
2021-06-09,9895,9920,9885,9895,279034
2021-06-10,9895,9920,9885,9900,269686
2021-06-11,9950,9990,9950,9970,506544
2021-06-14,10005,10075,10005,10065,562205
2021-06-15,10145,10210,10145,10195,655066
2021-06-16,10125,10145,10120,10130,445125
2021-06-17,10135,10180,10115,10175,463105
2021-06-18,10299,10459,10299,10434,846366
2021-06-21,10389,10409,10329,10409,1186654
2021-06-22,10419,10449,10384,10444,573264
2021-06-23,10514,10619,10514,10619,873811
2021-06-24,10609,10639,10589,10619,883573
2021-06-25,10584,10584,10529,10554,1005335
2021-06-28,10494,10539,10479,10529,950411
2021-06-29,10629,10654,10614,10624,616517
2021-06-30,10639,10718,10639,10689,784262
2021-07-01,10674,10728,10664,10723,591903
2021-07-02,10743,10748,10703,10748,617615
2021-07-05,10833,10908,10833,10883,870113
2021-07-06,10903,10918,10863,10878,1048291
2021-07-07,10988,11088,10988,11073,1441086
2021-07-08,11142,11227,11142,11222,1761100
2021-07-09,11142,11197,11113,11197,1494844
2021-07-12,11252,11252,11212,11242,1779009
2021-07-13,11242,11287,11232,11267,1786215
2021-07-14,11272,11317,11267,11302,1309144
2021-07-15,11317,11327,11272,11312,1527110
2021-07-16,11172,11182,11137,11167,1769130
2021-07-19,11038,11088,11018,11088,1043068
2021-07-20,11028,11122,11023,11122,1486777
2021-07-21,11172,11172,11122,11162,848176
2021-07-22,11217,11247,11202,11232,1263904
2021-07-23,11337,11397,11337,11382,1270968
2021-07-26,11492,11576,11492,11576,2274673
2021-07-27,11596,11596,11556,11581,1827316
2021-07-28,11422,11487,11417,11487,1948161
2021-07-29,11477,11497,11377,11447,2267371
2021-07-30,11257,11257,11207,11242,2977729
2021-08-02,11307,11372,11282,11372,1171482
2021-08-03,11287,11312,11267,11297,1406647
2021-08-04,11347,11347,11292,11322,1204826
2021-08-05,11317,11327,11287,11322,1191322
2021-08-06,11367,11377,11352,11377,1172153
2021-08-09,11312,11317,11292,11317,1310742
2021-08-10,11352,11382,11337,11372,875167
2021-08-11,11357,11402,11337,11377,864349
2021-08-12,11347,11412,11332,11407,874309
2021-08-13,11522,11601,11517,11586,1463632
2021-08-17,11616,11741,11616,11711,2316717
2021-08-18,11641,11641,11571,11601,2023543
2021-08-19,11462,11531,11457,11467,1595897
2021-08-20,11576,11601,11541,11601,1184739
2021-08-23,11751,11791,11701,11791,2178331
2021-08-24,11821,11861,11816,11851,2463076
2021-08-25,11846,11871,11816,11866,1550092
2021-08-26,11841,11881,11811,11881,1271862
2021-08-27,11826,11861,11816,11851,1504445
2021-08-30,11901,11936,11876,11936,2029790
2021-08-31,12055,12105,12045,12085,3608187
2021-09-01,12060,12070,12000,12070,2706050
2021-09-02,12045,12095,12035,12095,1875836
2021-09-03,12040,12040,11985,12035,2422052
2021-09-06,12015,12055,12010,12045,1831082
2021-09-07,12055,12090,12050,12090,1585835
2021-09-08,12120,12190,12120,12190,1866104
2021-09-09,12135,12170,12125,12140,1615151
2021-09-10,12120,12160,12115,12150,1609475
2021-09-13,12035,12060,12010,12060,2774671
2021-09-14,12045,12045,11995,12010,2048957
2021-09-15,11980,12020,11970,11975,1606772
2021-09-16,12065,12065,12030,12060,1083397
2021-09-17,12070,12130,12070,12120,1591079
2021-09-23,11836,11926,11831,11856,4363546
2021-09-24,11886,11891,11831,11856,2048699
2021-09-27,11871,11970,11871,11965,1819648
2021-09-28,11821,11861,11816,11826,1607904
2021-09-29,11536,11601,11536,11571,1962161
2021-09-30,11571,11626,11546,11616,1251826
2021-10-01,11492,11522,11402,11407,1555896
2021-10-05,11272,11362,11262,11317,1820436
2021-10-06,11492,11507,11422,11442,693988
2021-10-07,11671,11746,11656,11746,1061868
2021-10-08,11781,11786,11736,11746,872426
2021-10-12,11671,11671,11621,11631,685676
2021-10-13,11611,11611,11561,11591,820266
2021-10-14,11651,11686,11636,11681,575896
2021-10-15,11821,11836,11786,11831,975244
2021-10-18,11856,11906,11856,11871,899110
2021-10-19,12070,12075,12025,12035,1214360
2021-10-20,12070,12080,11995,12000,913220
2021-10-21,11995,11995,11936,11980,601193
2021-10-22,12035,12050,12000,12005,873738
2021-10-25,11866,11906,11826,11851,1323883
2021-10-26,11960,12000,11940,11985,930972
2021-10-27,12000,12035,11960,12030,855415
2021-10-28,12210,12245,12195,12200,2308107
2021-10-29,12240,12245,12185,12190,2284545
2021-11-01,12330,12514,12325,12474,4276218
2021-11-02,12489,12494,12429,12454,1345962
2021-11-03,12509,12564,12474,12559,1907867
2021-11-04,12709,12763,12689,12763,2346273
2021-11-05,12923,13003,12763,13003,3103567
2021-11-08,12973,12993,12953,12968,2190845
2021-11-09,12993,13013,12878,12903,2629620
2021-11-10,12778,12778,12744,12768,2052705
2021-11-11,12654,12679,12624,12644,2083876
2021-11-12,12659,12674,12609,12644,1912000
2021-11-15,12773,12818,12759,12773,1198833
2021-11-16,12783,12798,12729,12773,1296715
2021-11-17,12878,12888,12833,12858,1111249
2021-11-18,12893,12928,12873,12928,1561275
2021-11-19,13093,13222,13093,13222,2375802
2021-11-22,13312,13362,13282,13342,2616801
2021-11-23,13222,13222,13163,13187,2290884
2021-11-24,13128,13148,13083,13128,1802835
2021-11-25,13168,13227,13158,13227,1711732
2021-11-26,13197,13222,13128,13173,1697927
2021-11-29,12953,13053,12918,13028,2214839
2021-11-30,13197,13197,12998,13043,1652974
2021-12-01,13003,13128,12968,13128,1438625
2021-12-02,12808,12828,12749,12768,2877615
2021-12-03,12724,12768,12654,12768,1624377
2021-12-06,12559,12579,12534,12579,1604707
2021-12-07,12699,12709,12619,12709,1228995
2021-12-08,12998,13068,12988,13043,1414433
2021-12-09,13053,13088,13023,13053,1227598
2021-12-10,12938,12968,12918,12968,1100771
2021-12-13,13143,13163,13118,13133,969564
2021-12-14,12938,12963,12918,12943,1636923
2021-12-15,12788,12838,12773,12833,1304044
2021-12-16,13113,13143,13043,13143,1248137
2021-12-17,12674,12724,12639,12644,3703045
2021-12-20,12579,12579,12449,12449,1371197
2021-12-21,12534,12659,12509,12659,1079504
2021-12-22,12773,12783,12739,12783,823234
2021-12-23,12948,12978,12918,12933,808757
2021-12-24,13023,13053,13008,13008,866180
2021-12-27,13058,13088,13043,13053,782443
2021-12-28,13227,13277,13227,13267,1547168
2021-12-29,13267,13287,13227,13252,949548
2021-12-30,13158,13232,13133,13232,889315
2022-01-03,13158,13173,13113,13158,1544072
2022-01-04,13322,13362,13317,13357,1614977
2022-01-05,13148,13177,13093,13108,2693124
2022-01-06,12724,12763,12639,12669,3372943
2022-01-07,12754,12783,12714,12739,2029848
2022-01-10,12559,12619,12534,12619,1639715
2022-01-11,12624,12624,12544,12574,2503834
2022-01-12,12674,12739,12649,12734,1708699
2022-01-13,12734,12754,12694,12719,1349015
2022-01-14,12369,12399,12310,12399,2464041
2022-01-17,12469,12514,12454,12469,1214847
2022-01-18,12499,12499,12345,12369,1335226
2022-01-19,12200,12245,12075,12130,1817910
2022-01-20,12020,12150,12005,12140,1263731
2022-01-21,11896,11906,11766,11851,2086420
2022-01-24,11656,11696,11651,11691,1779665
2022-01-25,11656,11656,11422,11507,2293816
2022-01-26,11437,11462,11352,11457,1441411
2022-01-27,11571,11596,11252,11297,1749217
2022-01-28,11492,11636,11492,11631,1608775
2022-02-03,12015,12110,11995,12030,1614083
2022-02-04,11985,12080,11975,12050,1383908
2022-02-07,12020,12030,11911,11995,616802
2022-02-08,11871,11896,11796,11816,1221742
2022-02-09,11960,11975,11901,11965,862380
2022-02-10,12115,12115,12055,12090,879840
2022-02-11,11851,11851,11701,11721,1462632
2022-02-14,11472,11497,11432,11442,1106576
2022-02-15,11522,11566,11507,11546,860824
2022-02-16,11741,11766,11711,11736,769999
2022-02-17,11736,11761,11646,11701,1064927
2022-02-18,11417,11497,11367,11472,1234149
2022-02-21,11137,11287,11098,11262,903250
2022-02-22,10973,10983,10888,10908,1615131
2022-02-23,11103,11147,11078,11122,651583
2022-02-24,10793,10868,10474,10534,2949756
2022-02-25,11122,11192,11098,11127,1665676
2022-02-28,11113,11212,11038,11127,1083774
2022-03-02,11347,11402,11297,11377,805205
