날짜,open,high,low,close,volume
2018-03-30,8553,8553,8496,8496,159
2018-04-02,8452,8501,8424,8428,32
2018-04-03,8345,8397,8295,8397,1
2018-04-04,8433,8433,8317,8317,182
2018-04-05,8419,8419,8419,8419,0
2018-04-06,8349,8349,8336,8336,1
2018-04-09,8373,8373,8373,8373,0
2018-04-10,8317,8317,8308,8308,104
2018-04-11,8409,8419,8409,8419,104
2018-04-12,8428,8428,8428,8428,0
2018-04-13,8452,8452,8452,8452,0
2018-04-16,8461,8461,8461,8461,1
2018-04-17,8461,8461,8461,8461,0
2018-04-18,8577,8607,8567,8592,1086
2018-04-19,8645,8645,8645,8645,0
2018-04-20,8549,8567,8544,8567,217
2018-04-23,8522,8522,8513,8513,3
2018-04-24,8486,8486,8461,8461,2
2018-04-25,8438,8438,8438,8438,1
2018-04-26,8567,8567,8549,8549,36
2018-04-27,8611,8611,8611,8611,1
2018-04-30,8682,8682,8629,8629,2
2018-05-02,8629,8629,8567,8567,11
2018-05-03,8567,8567,8567,8567,0
2018-05-04,8505,8505,8478,8478,9
2018-05-08,8466,8466,8452,8452,428
2018-05-09,8364,8364,8364,8364,1
2018-05-10,8442,8442,8442,8442,1
2018-05-11,8501,8501,8501,8501,1
2018-05-14,8442,8447,8442,8447,12
2018-05-15,8394,8394,8394,8394,49
2018-05-16,8397,8397,8397,8397,0
2018-05-17,8400,8400,8400,8400,53
2018-05-18,8385,8409,8385,8409,4
2018-05-21,8369,8442,8369,8442,15
2018-05-23,8517,8517,8517,8517,7
2018-05-24,8517,8522,8513,8522,37
2018-05-25,8572,8572,8572,8572,17
2018-05-28,8535,8535,8535,8535,0
2018-05-29,8452,8461,8447,8457,2
2018-05-30,8286,8286,8257,8257,12
2018-05-31,8257,8257,8257,8257,0
2018-06-01,8299,8299,8299,8299,0
2018-06-04,8397,8397,8385,8385,6
2018-06-05,8397,8397,8397,8397,0
2018-06-07,8452,8452,8452,8452,0
2018-06-08,8424,8433,8400,8409,382
2018-06-11,8424,8424,8424,8424,0
2018-06-12,8424,8424,8424,8424,0
2018-06-14,8286,8336,8286,8303,389
2018-06-15,8303,8303,8281,8281,4
2018-06-18,8257,8257,8150,8197,6
2018-06-19,8150,8150,8150,8150,1
2018-06-20,8150,8150,8150,8150,1
2018-06-21,8150,8150,8110,8110,3
2018-06-22,8140,8140,8140,8140,0
2018-06-25,8145,8145,8145,8145,7
2018-06-26,8132,8132,8122,8122,3
2018-06-27,8122,8122,8122,8122,0
2018-06-28,8047,8047,7988,8006,25
2018-06-29,8052,8052,8052,8052,0
2018-07-02,7983,7983,7920,7920,5
2018-07-03,7941,7941,7893,7893,1
2018-07-04,7980,7980,7980,7980,2
2018-07-05,7932,7932,7856,7856,14
2018-07-06,7874,7901,7841,7901,7
2018-07-09,7941,7941,7941,7941,0
2018-07-10,7956,7956,7956,7956,0
2018-07-11,7879,7937,7879,7937,2
2018-07-12,7937,7937,7937,7937,0
2018-07-13,8079,8079,8079,8079,0
2018-07-16,8087,8087,8087,8087,0
2018-07-17,8087,8087,8087,8087,0
2018-07-18,8101,8101,8101,8101,0
2018-07-19,8110,8110,8110,8110,0
2018-07-20,8096,8096,8061,8061,3
2018-07-23,8006,8006,7980,7980,4
2018-07-24,7941,7960,7916,7956,1085
2018-07-25,7960,7960,7960,7960,8
2018-07-26,7906,7976,7897,7956,5
2018-07-27,8011,8079,8011,8079,1
2018-07-30,8042,8042,8042,8042,1
2018-07-31,8042,8042,8042,8042,0
2018-08-01,8079,8079,8079,8079,0
2018-08-02,8028,8028,7941,7941,1
2018-08-03,7980,7980,7980,7980,1
2018-08-06,7972,7976,7923,7923,100716
2018-08-07,7937,8001,7937,7997,45670
2018-08-08,7997,7997,7997,7997,0
2018-08-09,7980,7980,7976,7976,2
2018-08-10,7879,7888,7853,7853,198
2018-08-13,7798,7798,7728,7728,3
2018-08-14,7733,7733,7733,7733,0
2018-08-16,7612,7680,7612,7680,2
2018-08-17,7718,7718,7718,7718,1
2018-08-20,7718,7718,7718,7718,1
2018-08-21,7841,7841,7841,7841,1
2018-08-22,7856,7856,7856,7856,297
2018-08-23,7874,7874,7874,7874,0
2018-08-24,7937,7937,7923,7927,10151
2018-08-27,8033,8033,8033,8033,0
2018-08-28,8001,8001,8001,8001,0
2018-08-29,8006,8006,8006,8006,1
2018-08-30,8033,8033,8033,8033,1
2018-08-31,8042,8066,8042,8066,2
2018-09-03,7960,7976,7951,7972,215
2018-09-04,7960,8042,7960,8033,211
2018-09-05,7951,7968,7884,7893,236
2018-09-06,7848,7874,7837,7874,90569
2018-09-07,7749,7798,7705,7789,45756
2018-09-10,7774,7793,7749,7762,103
2018-09-11,7718,7718,7695,7695,3
2018-09-12,7700,7700,7700,7700,1
2018-09-13,7713,7713,7713,7713,1
2018-09-14,7828,7833,7808,7833,4
2018-09-17,7818,7818,7818,7818,2
2018-09-18,7823,7823,7823,7823,0
2018-09-19,7888,7897,7888,7897,1
2018-09-20,7916,8011,7916,8011,2
2018-09-21,7941,7980,7941,7960,2726915
2018-09-27,7941,7997,7941,7992,54
2018-09-28,7997,7997,7888,7893,166
2018-10-01,7874,7911,7874,7888,440
2018-10-02,7808,7808,7754,7754,64
2018-10-04,7718,7718,7594,7594,532
2018-10-05,7594,7594,7594,7594,0
2018-10-08,7594,7594,7594,7594,0
2018-10-10,7577,7577,7577,7577,0
2018-10-11,7337,7337,7285,7285,107
2018-10-12,7409,7450,7389,7404,209
2018-10-15,7294,7294,7294,7294,49
2018-10-16,7274,7274,7274,7274,1
2018-10-17,7364,7364,7359,7359,2
2018-10-18,7230,7237,7221,7226,255
2018-10-19,7299,7299,7299,7299,0
2018-10-22,7318,7318,7318,7318,0
2018-10-23,7164,7164,7136,7136,105
2018-10-24,7155,7155,7155,7155,6
2018-10-25,6876,6929,6843,6929,66
2018-10-26,6890,6890,6858,6890,26
2018-10-29,6921,6929,6881,6881,530
2018-10-30,6921,6921,6921,6921,355
2018-10-31,6916,6916,6916,6916,7
2018-11-01,6969,6974,6969,6969,1
2018-11-02,7061,7181,7061,7181,3
2018-11-05,7104,7104,7089,7089,96
2018-11-06,7109,7113,7109,7109,10
2018-11-07,7140,7172,7129,7172,3
2018-11-08,7247,7247,7237,7237,3
2018-11-09,7168,7168,7113,7113,7
2018-11-12,7022,7061,7022,7043,26
2018-11-13,6983,6983,6983,6983,0
2018-11-14,6954,6954,6954,6954,0
2018-11-15,6934,6934,6934,6934,1
