날짜,open,high,low,close,volume
2021-07-30,9602,9602,9528,9545,1222
2021-08-02,9604,9645,9561,9637,872
2021-08-03,9678,9838,9634,9840,2658
2021-08-04,9933,9933,9834,9889,6373
2021-08-05,9924,9938,9858,9870,8555
2021-08-06,9877,9877,9793,9793,2750
2021-08-09,9809,9818,9708,9793,1302
2021-08-10,9809,9809,9561,9588,8297
2021-08-11,9533,9533,9301,9306,6884
2021-08-12,9238,9282,9174,9174,14343
2021-08-13,9153,9153,8946,9059,28822
2021-08-17,9044,9082,8905,8946,26522
2021-08-18,8896,9078,8866,9025,4116
2021-08-19,8946,9023,8832,8845,3551
2021-08-20,8912,8941,8730,8777,2520
2021-08-23,8903,8903,8780,8797,3201
2021-08-24,8919,8998,8865,8980,20869
2021-08-25,9083,9083,8856,8942,1015
2021-08-26,9097,9112,8978,9015,25611
2021-08-27,8979,9024,8890,8961,769
2021-08-30,9082,9082,8929,8976,617
2021-08-31,8977,9215,8953,9217,5270
2021-09-01,9196,9240,9133,9242,10605
2021-09-02,9224,9238,9095,9122,4420
2021-09-03,9187,9281,9158,9271,19910
2021-09-06,9266,9271,9196,9227,2345
2021-09-07,9213,9213,9144,9169,4022
2021-09-08,9128,9232,9108,9198,437
2021-09-09,9210,9244,9058,9068,1949
2021-09-10,9079,9236,9079,9232,751
2021-09-13,9226,9307,9212,9267,14673
2021-09-14,9348,9418,9296,9351,142689
2021-09-15,9348,9389,9281,9366,54818
2021-09-16,9364,9364,9179,9179,1049
2021-09-17,9196,9318,9147,9319,125822
2021-09-23,9227,9277,9197,9203,16627
2021-09-24,9301,9329,9215,9247,443
2021-09-27,9269,9367,9229,9324,92325
2021-09-28,9330,9330,9164,9189,3074
2021-09-29,8979,8999,8870,8956,101707
2021-09-30,8920,8970,8812,8956,266994
2021-10-01,8908,8923,8727,8730,3317
2021-10-05,8597,8608,8471,8604,6921
2021-10-06,8701,8701,8376,8391,2592
2021-10-07,8479,8479,8370,8474,6331
2021-10-08,8536,8536,8408,8419,4345
2021-10-12,8344,8344,8215,8246,6265
2021-10-13,8215,8275,8165,8241,2900
2021-10-14,8296,8425,8263,8391,4717
2021-10-15,8504,8603,8504,8584,7386
2021-10-18,8603,8608,8504,8584,986
2021-10-19,8617,8622,8562,8569,2453
2021-10-20,8653,8653,8531,8542,1772
2021-10-21,8508,8542,8463,8464,1130
2021-10-22,8457,8560,8457,8542,694
2021-10-25,8519,8583,8436,8569,1948
2021-10-26,8611,8728,8611,8725,17815
2021-10-27,8724,8724,8640,8652,4090
2021-10-28,8649,8956,8649,8884,9597
2021-10-29,8923,8941,8717,8725,9335
2021-11-01,8775,8794,8705,8757,5978
2021-11-02,8822,8956,8822,8884,3679
